ID	adj.P.Val	P.Value	Gene.symbol	Gene.title	Gene.ID
7946025	0.64740366	1.37e-01	OR52A1	olfactory receptor family 52 subfamily A member 1	23538
7950553	0.64740366	1.37e-01			
8149142	0.64740366	1.37e-01	DEFA5	defensin alpha 5	1670
7895256	0.64740366	1.37e-01			
8064031	0.64740366	1.37e-01	BIRC7	baculoviral IAP repeat containing 7	79444
7943226	0.64740366	1.37e-01	IZUMO1R	IZUMO1 receptor, JUNO	390243
8116500	0.64740366	1.37e-01	OR2V1	olfactory receptor family 2 subfamily V member 1	26693
7894189	0.64740366	1.38e-01			
8048116	0.64740366	1.38e-01			
7892918	0.64740366	1.38e-01			
8140814	0.64740366	1.38e-01	SLC25A40	solute carrier family 25 member 40	55972
7989915	0.64740366	1.38e-01	TIPIN	TIMELESS interacting protein	54962
7979862	0.64740366	1.38e-01			
7904361	0.64740366	1.38e-01	FAM46C	family with sequence similarity 46 member C	54855
8027665	0.64740366	1.38e-01	WTIP	Wilms tumor 1 interacting protein	126374
8071361	0.64740366	1.38e-01	LOC729461///FAM230B///FAM230C	uncharacterized LOC729461///family with sequence similarity 230 member B (non-protein coding)///family with sequence similarity 230 member C	729461///642633///26080
8135922	0.64740366	1.38e-01	METTL2B	methyltransferase like 2B	55798
8117485	0.64740366	1.38e-01	BTN2A1	butyrophilin subfamily 2 member A1	11120
7955019	0.64740366	1.38e-01	ARID2	AT-rich interaction domain 2	196528
8168749	0.64740366	1.38e-01	SRPX2	sushi repeat containing protein, X-linked 2	27286
7893002	0.64740366	1.38e-01			
8023828	0.64740366	1.38e-01	NETO1	neuropilin and tolloid like 1	81832
8115673	0.64740366	1.38e-01			
7922174	0.64740366	1.38e-01	F5	coagulation factor V	2153
7948957	0.64740366	1.38e-01	SLC22A25	solute carrier family 22 member 25	387601
8145736	0.64740366	1.38e-01	NRG1	neuregulin 1	3084
7971159	0.64740366	1.38e-01	TNAP	TRAFs and NIK-associated protein	445341
8093272	0.64740366	1.38e-01	ANKRD18DP	ankyrin repeat domain 18D, pseudogene	348840
8136293	0.64740366	1.38e-01	EXOC4	exocyst complex component 4	60412
8022436	0.64740366	1.38e-01	LINC00314	long intergenic non-protein coding RNA 314	246705
7911252	0.64740366	1.38e-01	OR2L2	olfactory receptor family 2 subfamily L member 2	26246
8000323	0.64740366	1.38e-01	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	4706
8125134	0.64754342	1.38e-01	HSPA1L	heat shock protein family A (Hsp70) member 1 like	3305
8178650	0.64754342	1.38e-01	HSPA1L	heat shock protein family A (Hsp70) member 1 like	3305
8179848	0.64754342	1.38e-01	HSPA1L	heat shock protein family A (Hsp70) member 1 like	3305
7943263	0.6476468	1.38e-01	AMOTL1	angiomotin like 1	154810
7954645	0.64777637	1.38e-01	TSPAN11	tetraspanin 11	441631
7943437	0.64778795	1.38e-01			
8157270	0.64794765	1.38e-01	SLC31A1	solute carrier family 31 member 1	1317
8027760	0.64794765	1.38e-01	FXYD1	FXYD domain containing ion transport regulator 1	5348
7893106	0.64794765	1.38e-01			
8139887	0.64794765	1.38e-01			
8029779	0.64794765	1.38e-01	IGFL1	IGF like family member 1	374918
8112107	0.64794765	1.38e-01	PLPP1	phospholipid phosphatase 1	8611
8156506	0.64794765	1.38e-01	PTPDC1	protein tyrosine phosphatase domain containing 1	138639
7895389	0.64809931	1.38e-01			
7895226	0.64854872	1.38e-01			
7965249	0.64854872	1.38e-01	C12orf50	chromosome 12 open reading frame 50	160419
7951654	0.64854872	1.38e-01	FDXACB1	ferredoxin-fold anticodon binding domain containing 1	91893
8066716	0.64867521	1.39e-01	ELMO2	engulfment and cell motility 2	63916
8160213	0.64906331	1.39e-01	TTC39B	tetratricopeptide repeat domain 39B	158219
8033332	0.64906331	1.39e-01	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	326342
8137250	0.64906331	1.39e-01	GIMAP2	GTPase, IMAP family member 2	26157
7952795	0.64906331	1.39e-01			
8116247	0.64938701	1.39e-01	ZNF354A	zinc finger protein 354A	6940
7904695	0.64951455	1.39e-01	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)	9554
8103875	0.64951455	1.39e-01			
7919095	0.64951455	1.39e-01	NOTCH2	notch 2	4853
8112726	0.64951455	1.39e-01			
7938170	0.64987941	1.39e-01	OR2AG1	olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene)	144125
7982100	0.64987941	1.39e-01			
7920707	0.64990343	1.39e-01	FAM189B	family with sequence similarity 189 member B	10712
7975687	0.64999605	1.39e-01	LIN52	lin-52 DREAM MuvB core complex component	91750
7978970	0.64999605	1.39e-01	CDKL1	cyclin dependent kinase like 1	8814
8119243	0.64999605	1.39e-01	DNAH8	dynein axonemal heavy chain 8	1769
8007846	0.64999605	1.39e-01	STH	saitohin	246744
7999718	0.64999605	1.39e-01	FOPNL	FGFR1OP N-terminal like	123811
8048022	0.64999605	1.39e-01			
8156688	0.64999605	1.39e-01	TDRD7	tudor domain containing 7	23424
7938364	0.64999605	1.39e-01	WEE1	WEE1 G2 checkpoint kinase	7465
7948344	0.64999605	1.39e-01	GLYAT	glycine-N-acyltransferase	10249
8180219	0.64999605	1.39e-01			
7927186	0.64999605	1.39e-01	RASSF4	Ras association domain family member 4	83937
7906720	0.64999605	1.39e-01	FCER1G	Fc fragment of IgE receptor Ig	2207
7896215	0.64999605	1.39e-01			
8079217	0.64999605	1.39e-01	ZNF35	zinc finger protein 35	7584
7904106	0.64999605	1.39e-01	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	260425
7893513	0.64999605	1.39e-01			
8005433	0.64999605	1.39e-01			
8055130	0.64999605	1.39e-01	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	9394
8077804	0.6500724	1.39e-01	TATDN2	TatD DNase domain containing 2	9797
8062557	0.65010671	1.40e-01	PPP1R16B	protein phosphatase 1 regulatory subunit 16B	26051
7939056	0.65010671	1.40e-01	BBOX1	gamma-butyrobetaine hydroxylase 1	8424
8149330	0.65010671	1.40e-01	CTSB	cathepsin B	1508
8162264	0.65010671	1.40e-01	AUH	AU RNA binding methylglutaconyl-CoA hydratase	549
7906079	0.65010671	1.40e-01	RAB25	RAB25, member RAS oncogene family	57111
7920077	0.65010671	1.40e-01	LINGO4	leucine rich repeat and Ig domain containing 4	339398
7992460	0.6503484	1.40e-01	NPW	neuropeptide W	283869
8064351	0.65037915	1.40e-01	CSNK2A3///CSNK2A1	casein kinase 2 alpha 3///casein kinase 2 alpha 1	283106///1457
8000263	0.65113907	1.40e-01	COG7	component of oligomeric golgi complex 7	91949
7903111	0.65113907	1.40e-01			
8152924	0.65136557	1.40e-01	OC90	otoconin 90	729330
8042917	0.65136557	1.40e-01	DOK1	docking protein 1	1796
8090485	0.65136557	1.40e-01	LINC01565	long intergenic non-protein coding RNA 1565	23434
8014376	0.65145777	1.40e-01	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3I///TBC1 domain family member 3E///TBC1 domain family member-like///TBC1 domain family member 3L///TBC1 domain family member 3K///TBC1 domain family member 3G///TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3 pseudogene 2///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218
7962112	0.65173003	1.40e-01	CAPRIN2	caprin family member 2	65981
8136975	0.65173003	1.40e-01	OR2A14	olfactory receptor family 2 subfamily A member 14	135941
7906496	0.65173003	1.40e-01	KCNJ9	potassium voltage-gated channel subfamily J member 9	3765
7895126	0.65173003	1.40e-01			
7894830	0.65173003	1.40e-01			
7968052	0.65173003	1.40e-01	C1QTNF9	C1q and tumor necrosis factor related protein 9	338872
8156935	0.65173003	1.40e-01	ZNF189	zinc finger protein 189	7743
8180261	0.65173003	1.40e-01	LILRA6	leukocyte immunoglobulin like receptor A6	79168
7945652	0.65173003	1.40e-01	KRTAP5-3	keratin associated protein 5-3	387266
7892574	0.65173003	1.40e-01			
8110463	0.65173003	1.40e-01	ZNF354B	zinc finger protein 354B	117608
8129522	0.65173003	1.40e-01	MED23	mediator complex subunit 23	9439
7971723	0.65173003	1.40e-01	LINC00282	long intergenic non-protein coding RNA 282	283521
8021614	0.65173003	1.40e-01	SERPINB11	serpin family B member 11 (gene/pseudogene)	89778
8151127	0.65173003	1.40e-01	PPP1R42	protein phosphatase 1 regulatory subunit 42	286187
7986359	0.65173003	1.40e-01	IGF1R	insulin like growth factor 1 receptor	3480
7958410	0.65186914	1.40e-01	FICD	FIC domain containing	11153
7903586	0.65186914	1.40e-01	TMEM167B	transmembrane protein 167B	56900
8039905	0.65186914	1.40e-01	TMEM167B	transmembrane protein 167B	56900
7911237	0.65189423	1.40e-01	OR2L13	olfactory receptor family 2 subfamily L member 13	284521
7977456	0.65195225	1.41e-01	POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	POTE ankyrin domain family member B3///POTE ankyrin domain family member B-like///POTE ankyrin domain family member B///POTE ankyrin domain family member D-like///POTE ankyrin domain family member B2///POTE ankyrin domain family member F///POTE ankyrin domain family member J///POTE ankyrin domain family member M///POTE ankyrin domain family member E///POTE ankyrin domain family member K, pseudogene///POTE ankyrin domain family member G///POTE ankyrin domain family member C///POTE ankyrin domain family member D///POTE ankyrin domain family member H	102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784
7972692	0.65195225	1.41e-01	SLC10A2	solute carrier family 10 member 2	6555
8136977	0.65195231	1.41e-01			
8046461	0.65195231	1.41e-01	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	51776
7903090	0.65195231	1.41e-01			
8175353	0.65195231	1.41e-01	CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3///CT45A8	cancer/testis antigen family 45, member A8///cancer/testis antigen family 45, member A9///cancer/testis antigen family 45, member A10///cancer/testis antigen family 45, member A7///cancer/testis antigen family 45, member A2///cancer/testis antigen family 45, member A1///cancer/testis antigen family 45, member A6///cancer/testis antigen family 45, member A5///cancer/testis antigen family 45, member A3///cancer/testis antigen family 45, member A8	102723737///102723680///102723631///101060211///728911///541466///541465///441521///441519///102723737
7938076	0.65195231	1.41e-01	OR52W1	olfactory receptor family 52 subfamily W member 1	120787
8168998	0.65195231	1.41e-01			
8074734	0.65195231	1.41e-01	FAM230B	family with sequence similarity 230 member B (non-protein coding)	642633
8030982	0.65195231	1.41e-01	ZNF761///ZNF525///ZNF320///ZNF813///ZNF845///ZNF765///ZNF468///ZNF83///ZNF701///ZNF28	zinc finger protein 761///zinc finger protein 525///zinc finger protein 320///zinc finger protein 813///zinc finger protein 845///zinc finger protein 765///zinc finger protein 468///zinc finger protein 83///zinc finger protein 701///zinc finger protein 28	388561///170958///162967///126017///91664///91661///90333///55769///55762///7576
7894717	0.65195231	1.41e-01			
8112053	0.65195231	1.41e-01	CDC20B	cell division cycle 20B	166979
7988033	0.65195231	1.41e-01	EPB42	erythrocyte membrane protein band 4.2	2038
8042223	0.65195231	1.41e-01	EHBP1	EH domain binding protein 1	23301
7953733	0.65195231	1.41e-01	ZNF705A	zinc finger protein 705A	440077
8150818	0.65195231	1.41e-01	TCEA1	transcription elongation factor A1	6917
8048995	0.65197008	1.41e-01	ITM2C	integral membrane protein 2C	81618
7952386	0.65200873	1.41e-01			
7950473	0.65200873	1.41e-01	ARRB1	arrestin beta 1	408
8164153	0.65200873	1.41e-01			
8020973	0.65200873	1.41e-01	FHOD3	formin homology 2 domain containing 3	80206
8162667	0.65200873	1.41e-01			
8039257	0.65200873	1.41e-01	LAIR1	leukocyte associated immunoglobulin like receptor 1	3903
7979663	0.65201734	1.41e-01	RAB15	RAB15, member RAS oncogene family	376267
7986639	0.65205725	1.41e-01			
8042326	0.65205725	1.41e-01	CEP68	centrosomal protein 68	23177
8094704	0.65235211	1.41e-01	UBE2K	ubiquitin conjugating enzyme E2 K	3093
8000192	0.65235211	1.41e-01	LOC101060405///RRN3P3///RRN3P1///RRN3P2///RRN3	putative RRN3-like protein RRN3P1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 3///RRN3 homolog, RNA polymerase I transcription factor pseudogene 1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 2///RRN3 homolog, RNA polymerase I transcription factor	101060405///100131998///730092///653390///54700
7893681	0.65235211	1.41e-01			
8028643	0.65235211	1.41e-01			
8043438	0.65235211	1.41e-01	IGKC	immunoglobulin kappa constant	3514
7951633	0.65235211	1.41e-01	ALG9	ALG9, alpha-1,2-mannosyltransferase	79796
8083409	0.65235211	1.41e-01	AADACL2	arylacetamide deacetylase like 2	344752
7976642	0.65235211	1.41e-01	ERVH-4	endogenous retrovirus group H member 4	51359
7914040	0.65235211	1.41e-01			
8023165	0.65235211	1.41e-01	HDHD2	haloacid dehalogenase like hydrolase domain containing 2	84064
7912343	0.65235211	1.41e-01	CASZ1	castor zinc finger 1	54897
8099817	0.65235211	1.41e-01	KLF3-AS1	KLF3 antisense RNA 1	79667
8043685	0.65235211	1.41e-01			
8063634	0.65235211	1.41e-01	LOC79160	uncharacterized LOC79160	79160
7959638	0.65240168	1.41e-01	TCTN2	tectonic family member 2	79867
7953418	0.65242558	1.41e-01	LAG3	lymphocyte activating 3	3902
7998055	0.65242558	1.41e-01	MC1R	melanocortin 1 receptor	4157
8176400	0.65242558	1.41e-01	PCDH11Y///PCDH11X	protocadherin 11 Y-linked///protocadherin 11 X-linked	83259///27328
8177834	0.65242558	1.42e-01	ATAT1	alpha tubulin acetyltransferase 1	79969
7905339	0.65242558	1.42e-01	GABPB2	GA binding protein transcription factor beta subunit 2	126626
7912496	0.65242558	1.42e-01	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	4524
8056518	0.65242558	1.42e-01	SCN7A	sodium voltage-gated channel alpha subunit 7	6332
7948107	0.65242558	1.42e-01	OR5W2	olfactory receptor family 5 subfamily W member 2	390148
7895255	0.65242558	1.42e-01			
7917737	0.65242558	1.42e-01			
7960757	0.65242558	1.42e-01	C1RL	complement C1r subcomponent like	51279
8123372	0.65242558	1.42e-01			
8171493	0.65242558	1.42e-01	CTPS2	CTP synthase 2	56474
7920271	0.65242558	1.42e-01	S100A4	S100 calcium binding protein A4	6275
8016787	0.65242558	1.42e-01			
8160020	0.65242558	1.42e-01			
8045398	0.65242558	1.42e-01	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1	22930
8099717	0.65242558	1.42e-01			
8052828	0.65242558	1.42e-01	ASPRV1	aspartic peptidase, retroviral-like 1	151516
7954196	0.65242558	1.42e-01	MGST1	microsomal glutathione S-transferase 1	4257
7989489	0.65242558	1.42e-01			
8157580	0.65242558	1.42e-01			
8065911	0.65242558	1.42e-01	C20orf173	chromosome 20 open reading frame 173	140873
8171427	0.65242558	1.42e-01	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor	100532742///2277
7965398	0.65242558	1.42e-01	KERA	keratocan	11081
7906777	0.65242558	1.42e-01	FCGR2B	Fc fragment of IgG receptor IIb	2213
7944801	0.65242558	1.42e-01	OR10G8	olfactory receptor family 10 subfamily G member 8	219869
8051273	0.65242558	1.42e-01			
8095477	0.65242558	1.42e-01	CSN3	casein kappa	1448
7951604	0.65242558	1.42e-01	BTG4	BTG anti-proliferation factor 4	54766
8083743	0.65242558	1.42e-01	ARL14	ADP ribosylation factor like GTPase 14	80117
8097655	0.65242558	1.42e-01			
7923073	0.65242558	1.42e-01	F13B	coagulation factor XIII B chain	2165
7989834	0.65242558	1.42e-01	VWA9	von Willebrand factor A domain containing 9	81556
7992897	0.65242558	1.42e-01	ZNF174	zinc finger protein 174	7727
8170159	0.65242558	1.42e-01	BRS3	bombesin receptor subtype 3	680
8104613	0.65242558	1.42e-01			
8067844	0.65242558	1.42e-01	POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	POTE ankyrin domain family member B3///POTE ankyrin domain family member B-like///POTE ankyrin domain family member B///POTE ankyrin domain family member D-like///POTE ankyrin domain family member B2///POTE ankyrin domain family member F///POTE ankyrin domain family member J///POTE ankyrin domain family member M///POTE ankyrin domain family member E///POTE ankyrin domain family member K, pseudogene///POTE ankyrin domain family member G///POTE ankyrin domain family member C///POTE ankyrin domain family member D///POTE ankyrin domain family member H	102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784
8045090	0.65242558	1.42e-01	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	56886
8052667	0.65242558	1.42e-01			
8059854	0.65242558	1.42e-01	ARL4C	ADP ribosylation factor like GTPase 4C	10123
7915015	0.65242558	1.42e-01	GNL2	G protein nucleolar 2	29889
7892899	0.65242558	1.42e-01			
7969671	0.65242558	1.42e-01			
7895734	0.65249588	1.42e-01			
7996725	0.6524974	1.42e-01	DUS2	dihydrouridine synthase 2	54920
8160870	0.6524974	1.42e-01	LOC730098///CCL27	uncharacterized LOC730098///C-C motif chemokine ligand 27	730098///10850
8066461	0.6524974	1.42e-01	TOMM34	translocase of outer mitochondrial membrane 34	10953
7979804	0.6524974	1.42e-01			
8110090	0.6524974	1.42e-01	SFXN1	sideroflexin 1	94081
8129943	0.6524974	1.42e-01			
7896983	0.6524974	1.42e-01	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	29101
8014738	0.6524974	1.43e-01	CWC25	CWC25 spliceosome associated protein homolog	54883
8170794	0.6524974	1.43e-01	AVPR2	arginine vasopressin receptor 2	554
7971444	0.6524974	1.43e-01	CPB2	carboxypeptidase B2	1361
7895220	0.6524974	1.43e-01			
7932881	0.6524974	1.43e-01	LOC100505502///LOC646700///LOC392364	putative UPF0607 protein FLJ37424///UPF0607 protein ENSP00000381418-like pseudogene///nuclear pore associated protein 1 pseudogene	100505502///646700///392364
8152094	0.6524974	1.43e-01			
8100347	0.6524974	1.43e-01	SCFD2	sec1 family domain containing 2	152579
7943049	0.6524974	1.43e-01			
7935528	0.6524974	1.43e-01	SFRP5	secreted frizzled related protein 5	6425
8084045	0.6524974	1.43e-01	MFN1	mitofusin 1	55669
8021113	0.6524974	1.43e-01	C18orf25	chromosome 18 open reading frame 25	147339
8133122	0.6524974	1.43e-01	ASL	argininosuccinate lyase	435
8110084	0.6524974	1.43e-01	MSX2	msh homeobox 2	4488
8096413	0.65251924	1.43e-01			
8088866	0.65263055	1.43e-01	CNTN3	contactin 3	5067
8174937	0.65263055	1.43e-01	TENM1	teneurin transmembrane protein 1	10178
8149652	0.65267566	1.43e-01	HR	hair growth associated	55806
7895699	0.65267566	1.43e-01			
7893124	0.65267566	1.43e-01			
7959623	0.65274736	1.43e-01	GTF2H3	general transcription factor IIH subunit 3	2967
7977149	0.65274736	1.43e-01	ZFYVE21///ZFYVE21	zinc finger FYVE-type containing 21///zinc finger FYVE-type containing 21	79038///79038
7895417	0.65283041	1.43e-01			
8068014	0.65283041	1.43e-01			
7894068	0.65297375	1.43e-01			
7892827	0.65298086	1.43e-01			
8046116	0.65298086	1.43e-01	G6PC2	glucose-6-phosphatase catalytic subunit 2	57818
