ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
231938_at	2.96e-02	1.65e-02	-2.50	-4.22919	-0.1545729	SGO1	shugoshin 1	151648
222796_at	2.96e-02	1.65e-02	-2.50	-4.229318	-0.6978234	ATP5J2-PTCD1///PTCD1	ATP5J2-PTCD1 readthrough///pentatricopeptide repeat domain 1	100526740///26024
224125_at	2.96e-02	1.65e-02	-2.50	-4.229322	-0.313447	PLEKHN1	pleckstrin homology domain containing N1	84069
204280_at	2.97e-02	1.65e-02	2.50	-4.232714	0.5227034	RGS14	regulator of G-protein signaling 14	10636
204514_at	2.97e-02	1.66e-02	-2.50	-4.233714	-0.2464455	DPH2	DPH2 homolog	1802
201328_at	2.97e-02	1.66e-02	-2.50	-4.234228	-0.6914434	ETS2	ETS proto-oncogene 2, transcription factor	2114
238850_at	2.97e-02	1.66e-02	-2.50	-4.234508	-0.2838002	LINC00461///MIR9-2	long intergenic non-protein coding RNA 461///microRNA 9-2	645323///407047
227944_at	2.97e-02	1.66e-02	-2.50	-4.235197	-0.3260147	PTPN3	protein tyrosine phosphatase, non-receptor type 3	5774
39835_at	2.98e-02	1.66e-02	2.50	-4.235861	0.7460545	SBF1	SET binding factor 1	6305
223538_at	2.98e-02	1.66e-02	2.50	-4.2371	0.4653598	SERF1B///SERF1A	small EDRK-rich factor 1B///small EDRK-rich factor 1A	728492///8293
207842_s_at	2.98e-02	1.66e-02	-2.50	-4.237895	-0.4594993	MIR6866///CASC3	microRNA 6866///cancer susceptibility candidate 3	102466986///22794
230040_at	2.98e-02	1.67e-02	-2.50	-4.23839	-0.595174	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	170692
216766_at	2.98e-02	1.67e-02	2.50	-4.238466	1.3173422			
1554287_at	2.98e-02	1.67e-02	2.50	-4.238671	0.6456102	TRIM4	tripartite motif containing 4	89122
204080_at	2.99e-02	1.67e-02	-2.50	-4.239054	-0.3344003	TOE1	target of EGR1, member 1 (nuclear)	114034
220858_at	2.99e-02	1.67e-02	-2.50	-4.239572	-0.9017268	SORBS2	sorbin and SH3 domain containing 2	8470
212711_at	2.99e-02	1.67e-02	2.50	-4.23986	0.5773978	CAMSAP1	calmodulin regulated spectrin associated protein 1	157922
1555847_a_at	2.99e-02	1.67e-02	-2.50	-4.241408	-0.8641515	MIR24-2///MIR23A///LOC284454	microRNA 24-2///microRNA 23a///uncharacterized LOC284454	407013///407010///284454
632_at	3.00e-02	1.67e-02	-2.50	-4.242471	-0.2783338	GSK3A	glycogen synthase kinase 3 alpha	2931
205136_s_at	3.00e-02	1.67e-02	-2.50	-4.243272	-0.1933607	NUFIP1	NUFIP1, FMR1 interacting protein 1	26747
222629_at	3.00e-02	1.67e-02	2.50	-4.243345	0.560287	REV1	REV1, DNA directed polymerase	51455
205879_x_at	3.00e-02	1.67e-02	2.50	-4.243694	1.4302441	RET	ret proto-oncogene	5979
232144_at	3.00e-02	1.68e-02	2.50	-4.243854	0.6065459			
228950_s_at	3.00e-02	1.68e-02	2.50	-4.244325	0.9986431	WLS	wntless Wnt ligand secretion mediator	79971
1556185_a_at	3.01e-02	1.68e-02	-2.49	-4.245752	-1.5277921			
232034_at	3.01e-02	1.68e-02	2.49	-4.246069	1.6419755	LINC00537	long intergenic non-protein coding RNA 537	203274
208990_s_at	3.01e-02	1.68e-02	2.49	-4.246869	0.4260961	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	3189
244107_at	3.01e-02	1.68e-02	-2.49	-4.247422	-0.4420961	DSC3	desmocollin 3	1825
219686_at	3.01e-02	1.68e-02	2.49	-4.247653	1.3294497	STK32B	serine/threonine kinase 32B	55351
207496_at	3.01e-02	1.68e-02	2.49	-4.247679	1.1699634	MS4A2	membrane spanning 4-domains A2	2206
212422_at	3.01e-02	1.68e-02	2.49	-4.247762	0.3888561	PDCD11	programmed cell death 11	22984
215330_at	3.01e-02	1.68e-02	2.49	-4.248556	0.6398892			
219760_at	3.01e-02	1.68e-02	-2.49	-4.248716	-0.2903514	LIN7B	lin-7 homolog B, crumbs cell polarity complex component	64130
57739_at	3.01e-02	1.68e-02	-2.49	-4.248815	-0.5360724	DND1	DND microRNA-mediated repression inhibitor 1	373863
201325_s_at	3.02e-02	1.68e-02	2.49	-4.24911	0.9743077	EMP1	epithelial membrane protein 1	2012
1562271_x_at	3.02e-02	1.69e-02	2.49	-4.249192	0.5539707	ARHGEF7	Rho guanine nucleotide exchange factor 7	8874
200023_s_at	3.02e-02	1.69e-02	-2.49	-4.250344	-0.2537172	EIF3F	eukaryotic translation initiation factor 3 subunit F	8665
226375_at	3.02e-02	1.69e-02	2.49	-4.250609	0.4004324	LMTK2	lemur tyrosine kinase 2	22853
219574_at	3.02e-02	1.69e-02	2.49	-4.250721	0.6612692	MARCH1	membrane associated ring-CH-type finger 1	55016
231917_at	3.03e-02	1.69e-02	2.49	-4.252626	0.3733568	GFM2	G elongation factor mitochondrial 2	84340
215537_x_at	3.03e-02	1.69e-02	-2.49	-4.252793	-0.3639939	DDAH2	dimethylarginine dimethylaminohydrolase 2	23564
206756_at	3.03e-02	1.69e-02	-2.49	-4.253174	-0.5351854	CHST7	carbohydrate sulfotransferase 7	56548
202081_at	3.03e-02	1.69e-02	2.49	-4.253867	0.6299956	IER2	immediate early response 2	9592
200914_x_at	3.03e-02	1.69e-02	2.49	-4.253882	0.4697529	KTN1	kinectin 1	3895
207816_at	3.03e-02	1.70e-02	-2.49	-4.254622	-1.2508363	LALBA	lactalbumin alpha	3906
214308_s_at	3.03e-02	1.70e-02	2.49	-4.255181	0.9610645	HGD	homogentisate 1,2-dioxygenase	3081
214795_at	3.03e-02	1.70e-02	2.49	-4.255262	0.4789078	ZMYND8	zinc finger MYND-type containing 8	23613
224683_at	3.04e-02	1.70e-02	-2.49	-4.255814	-0.2014672	FBXO18	F-box protein, helicase, 18	84893
203528_at	3.04e-02	1.70e-02	2.49	-4.255964	0.5157484	SEMA4D	semaphorin 4D	10507
235290_at	3.04e-02	1.70e-02	2.49	-4.256128	0.5127967	ZNF782	zinc finger protein 782	158431
1560916_a_at	3.04e-02	1.70e-02	2.49	-4.256186	0.4800491	DPY19L1	dpy-19 like 1	23333
211081_s_at	3.04e-02	1.70e-02	2.49	-4.257843	0.5435365	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	11183
227031_at	3.05e-02	1.71e-02	2.49	-4.260896	0.4940919	SNX13	sorting nexin 13	23161
214680_at	3.05e-02	1.71e-02	-2.49	-4.260949	-0.6958106	NTRK2	neurotrophic receptor tyrosine kinase 2	4915
228622_s_at	3.05e-02	1.71e-02	-2.49	-4.261563	-0.3612427	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	3338
214156_at	3.05e-02	1.71e-02	-2.49	-4.261889	-1.1715519	MYRIP	myosin VIIA and Rab interacting protein	25924
202535_at	3.06e-02	1.71e-02	2.49	-4.263214	0.5570898	FADD	Fas associated via death domain	8772
1569353_at	3.06e-02	1.71e-02	2.49	-4.263892	0.8980601	CCP110	centriolar coiled-coil protein 110	9738
225056_at	3.06e-02	1.71e-02	2.49	-4.264119	0.6671113	SIPA1L2	signal induced proliferation associated 1 like 2	57568
203006_at	3.06e-02	1.71e-02	-2.49	-4.264438	-0.4668947	INPP5A	inositol polyphosphate-5-phosphatase A	3632
228810_at	3.06e-02	1.71e-02	2.49	-4.264482	0.3703455	CCNYL1	cyclin Y like 1	151195
215032_at	3.06e-02	1.71e-02	2.49	-4.264713	0.4372374	RREB1	ras responsive element binding protein 1	6239
219109_at	3.06e-02	1.71e-02	-2.49	-4.265025	-1.017608	SPAG16	sperm associated antigen 16	79582
205666_at	3.06e-02	1.72e-02	-2.49	-4.26523	-1.6532126	FMO1	flavin containing monooxygenase 1	2326
244391_at	3.07e-02	1.72e-02	-2.49	-4.265737	-0.4548278	TSEN2	tRNA splicing endonuclease subunit 2	80746
220610_s_at	3.07e-02	1.72e-02	2.49	-4.265882	0.5960218	LRRFIP2	LRR binding FLII interacting protein 2	9209
202436_s_at	3.08e-02	1.72e-02	2.48	-4.268727	0.892914	CYP1B1	cytochrome P450 family 1 subfamily B member 1	1545
208415_x_at	3.08e-02	1.72e-02	2.48	-4.268758	0.5019873	ING1	inhibitor of growth family member 1	3621
215903_s_at	3.08e-02	1.72e-02	-2.48	-4.269032	-0.3913201	MAST2	microtubule associated serine/threonine kinase 2	23139
229511_at	3.08e-02	1.72e-02	2.48	-4.26971	0.9408452	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	6605
227230_s_at	3.08e-02	1.73e-02	2.48	-4.270753	1.0818598	KIAA1211	KIAA1211	57482
216835_s_at	3.09e-02	1.73e-02	-2.48	-4.271928	-0.5229606	DOK1	docking protein 1	1796
205653_at	3.09e-02	1.73e-02	-2.48	-4.272093	-1.3380541	CTSG	cathepsin G	1511
223380_s_at	3.09e-02	1.73e-02	2.48	-4.273268	0.5605987	LATS2	large tumor suppressor kinase 2	26524
221665_s_at	3.10e-02	1.73e-02	2.48	-4.275115	0.8347247	EPS8L1	EPS8 like 1	54869
201715_s_at	3.10e-02	1.74e-02	2.48	-4.276007	0.5232741	ACIN1	apoptotic chromatin condensation inducer 1	22985
235659_at	3.10e-02	1.74e-02	-2.48	-4.276334	-0.2895479	TMEM127	transmembrane protein 127	55654
213193_x_at	3.10e-02	1.74e-02	2.48	-4.276479	1.4700347	TRBC1	T cell receptor beta constant 1	28639
213447_at	3.10e-02	1.74e-02	2.48	-4.27673	0.3760085	LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW	uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)	101930404///100033820///100033802///100033450///100033444///100033433///100033416///347746///91380///6638///3653
229616_s_at	3.10e-02	1.74e-02	-2.48	-4.277564	-1.0932853	GRAMD2	GRAM domain containing 2	196996
231946_at	3.10e-02	1.74e-02	-2.48	-4.277566	-0.3051195	ZFHX2	zinc finger homeobox 2	85446
225314_at	3.11e-02	1.74e-02	2.48	-4.278582	0.5344527	OCIAD2	OCIA domain containing 2	132299
229250_at	3.11e-02	1.75e-02	-2.48	-4.281086	-0.4423735	TPCN2	two pore segment channel 2	219931
230079_at	3.12e-02	1.75e-02	-2.48	-4.281813	-0.3235702	ST7L	suppression of tumorigenicity 7 like	54879
218180_s_at	3.12e-02	1.75e-02	-2.48	-4.282029	-0.5019745	EPS8L2	EPS8 like 2	64787
206352_s_at	3.12e-02	1.75e-02	-2.48	-4.282196	-0.4961529	PEX10	peroxisomal biogenesis factor 10	5192
221548_s_at	3.12e-02	1.75e-02	-2.48	-4.282573	-0.3279553	ILKAP	ILK associated serine/threonine phosphatase	80895
204670_x_at	3.12e-02	1.75e-02	2.48	-4.283124	0.8424636	LOC100996809///HLA-DRB4///HLA-DRB1	HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1	100996809///3126///3123
200717_x_at	3.12e-02	1.75e-02	-2.48	-4.283189	-0.1799439	RPL7	ribosomal protein L7	6129
244427_at	3.12e-02	1.75e-02	-2.48	-4.283812	-0.6032419	KIF23	kinesin family member 23	9493
227056_at	3.13e-02	1.75e-02	-2.48	-4.285481	-0.5079341	KIAA0141	KIAA0141	9812
206326_at	3.13e-02	1.75e-02	2.48	-4.285904	1.5019889	GRP	gastrin releasing peptide	2922
203180_at	3.13e-02	1.76e-02	-2.48	-4.286036	-1.0056806	ALDH1A3	aldehyde dehydrogenase 1 family member A3	220
223703_at	3.13e-02	1.76e-02	-2.48	-4.28634	-0.6188881	C10orf11	chromosome 10 open reading frame 11	83938
202764_at	3.13e-02	1.76e-02	-2.48	-4.286373	-0.4397793	STIM1	stromal interaction molecule 1	6786
244307_s_at	3.13e-02	1.76e-02	-2.48	-4.286388	-0.4732213	LOC101927699	uncharacterized LOC101927699	101927699
214091_s_at	3.14e-02	1.76e-02	-2.48	-4.287774	-1.6526904	GPX3	glutathione peroxidase 3	2878
228306_at	3.14e-02	1.76e-02	2.48	-4.288117	0.6365792	CNIH4	cornichon family AMPA receptor auxiliary protein 4	29097
201256_at	3.14e-02	1.76e-02	2.48	-4.288128	0.2717097	COX7A2L	cytochrome c oxidase subunit 7A2 like	9167
218151_x_at	3.14e-02	1.76e-02	2.47	-4.288393	0.5153371	SLC52A2	solute carrier family 52 member 2	79581
212323_s_at	3.14e-02	1.76e-02	-2.47	-4.288401	-0.3887747	VPS13D	vacuolar protein sorting 13 homolog D	55187
227421_at	3.14e-02	1.76e-02	-2.47	-4.288484	-0.5866523	YBEY	ybeY metallopeptidase (putative)	54059
217622_at	3.14e-02	1.76e-02	-2.47	-4.288708	-0.161085	RHBDD3	rhomboid domain containing 3	25807
201568_at	3.14e-02	1.76e-02	2.47	-4.289628	0.3456987	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	27089
224955_at	3.15e-02	1.77e-02	2.47	-4.291181	0.6468441	TEAD1	TEA domain transcription factor 1	7003
225687_at	3.15e-02	1.77e-02	2.47	-4.291376	0.8414569	FAM83D	family with sequence similarity 83 member D	81610
212958_x_at	3.15e-02	1.77e-02	2.47	-4.291634	0.6959917	PAM	peptidylglycine alpha-amidating monooxygenase	5066
212925_at	3.15e-02	1.77e-02	2.47	-4.292403	0.8435091	MISP	mitotic spindle positioning	126353
214682_at	3.15e-02	1.77e-02	2.47	-4.292705	0.4346299	PKD1P1	polycystin 1, transient receptor potential channel interacting pseudogene 1	339044
235366_at	3.15e-02	1.77e-02	2.47	-4.293441	0.3572038	ZNF10	zinc finger protein 10	7556
231714_s_at	3.15e-02	1.77e-02	-2.47	-4.293742	-0.3784568	AP4B1	adaptor related protein complex 4 beta 1 subunit	10717
242228_at	3.15e-02	1.77e-02	2.47	-4.293853	0.5966654	BICD1	BICD cargo adaptor 1	636
202934_at	3.15e-02	1.77e-02	-2.47	-4.294001	-0.5990332	HK2	hexokinase 2	3099
235064_s_at	3.15e-02	1.77e-02	-2.47	-4.294007	-0.3547953	C20orf196	chromosome 20 open reading frame 196	149840
222830_at	3.15e-02	1.77e-02	2.47	-4.294282	1.0333215	GRHL1	grainyhead like transcription factor 1	29841
201140_s_at	3.16e-02	1.77e-02	2.47	-4.295273	0.4897084	RAB5C	RAB5C, member RAS oncogene family	5878
239227_at	3.16e-02	1.77e-02	-2.47	-4.295404	-0.4849853			
224708_at	3.16e-02	1.77e-02	-2.47	-4.295659	-0.3301524	KIAA2013	KIAA2013	90231
44111_at	3.16e-02	1.77e-02	-2.47	-4.296094	-0.351653	VPS33B	VPS33B, late endosome and lysosome associated	26276
219321_at	3.16e-02	1.78e-02	2.47	-4.296477	0.6022847	MPP5	membrane palmitoylated protein 5	64398
203692_s_at	3.16e-02	1.78e-02	-2.47	-4.29659	-0.491242	E2F3	E2F transcription factor 3	1871
229276_at	3.16e-02	1.78e-02	2.47	-4.296855	1.0537613	IGSF9	immunoglobulin superfamily member 9	57549
219885_at	3.16e-02	1.78e-02	2.47	-4.297277	0.7419451	SLFN12	schlafen family member 12	55106
1558184_s_at	3.16e-02	1.78e-02	2.47	-4.297542	0.5938384	ZNF17	zinc finger protein 17	7565
204967_at	3.17e-02	1.78e-02	2.47	-4.297801	0.6363702	SHROOM2	shroom family member 2	357
218355_at	3.17e-02	1.78e-02	2.47	-4.298054	0.7274784	KIF4A	kinesin family member 4A	24137
243370_at	3.17e-02	1.78e-02	2.47	-4.298084	0.3661276	CAPRIN1	cell cycle associated protein 1	4076
202003_s_at	3.17e-02	1.78e-02	-2.47	-4.298702	-0.6307761	ACAA2	acetyl-CoA acyltransferase 2	10449
217828_at	3.17e-02	1.78e-02	2.47	-4.299135	0.3959765	SLTM	SAFB like transcription modulator	79811
1569111_at	3.17e-02	1.78e-02	2.47	-4.299262	0.8886051	SOX13	SRY-box 13	9580
225667_s_at	3.17e-02	1.78e-02	2.47	-4.299342	1.0933828	FAM84A	family with sequence similarity 84 member A	151354
203489_at	3.17e-02	1.78e-02	2.47	-4.299624	0.353853	SIVA1	SIVA1 apoptosis inducing factor	10572
212310_at	3.17e-02	1.78e-02	2.47	-4.29963	0.7592588	MIA3	MIA family member 3, ER export factor	375056
214672_at	3.17e-02	1.78e-02	2.47	-4.300186	0.4626422	TTLL5	tubulin tyrosine ligase like 5	23093
213087_s_at	3.17e-02	1.78e-02	-2.47	-4.30032	-0.2347688	EEF1D	eukaryotic translation elongation factor 1 delta	1936
224975_at	3.18e-02	1.79e-02	2.47	-4.301712	0.6161656	NFIA	nuclear factor I A	4774
1555763_x_at	3.18e-02	1.79e-02	-2.47	-4.301747	-0.556825	MKL1	megakaryoblastic leukemia (translocation) 1	57591
225749_at	3.18e-02	1.79e-02	2.47	-4.302621	0.3196349	C16orf91	chromosome 16 open reading frame 91	283951
205646_s_at	3.18e-02	1.79e-02	-2.47	-4.303176	-0.5516961	PAX6	paired box 6	5080
1562966_at	3.18e-02	1.79e-02	2.47	-4.30328	0.3259401	KIAA1217	KIAA1217	56243
223183_at	3.18e-02	1.79e-02	2.47	-4.303491	0.716455	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	56894
218160_at	3.18e-02	1.79e-02	2.47	-4.303813	0.3422253	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	4702
205164_at	3.19e-02	1.79e-02	-2.47	-4.304972	-0.5165045	GCAT	glycine C-acetyltransferase	23464
235670_at	3.19e-02	1.79e-02	-2.47	-4.305043	-0.4673927	STX11	syntaxin 11	8676
225722_at	3.19e-02	1.80e-02	-2.47	-4.307173	-0.5856885	MIR3658///UCK2	microRNA 3658///uridine-cytidine kinase 2	100500832///7371
210705_s_at	3.19e-02	1.80e-02	-2.47	-4.30724	-0.4341057	TRIM5	tripartite motif containing 5	85363
219361_s_at	3.20e-02	1.80e-02	-2.47	-4.307503	-0.2837734	AEN	apoptosis enhancing nuclease	64782
224737_x_at	3.20e-02	1.80e-02	2.47	-4.309058	0.3295954	CCAR1	cell division cycle and apoptosis regulator 1	55749
231728_at	3.20e-02	1.80e-02	2.47	-4.30916	0.9615676	CAPS	calcyphosine	828
229222_at	3.21e-02	1.80e-02	-2.46	-4.311088	-1.1902123	ACSS3	acyl-CoA synthetase short-chain family member 3	79611
1552417_a_at	3.21e-02	1.81e-02	2.46	-4.312993	0.4461991	NEDD1	neural precursor cell expressed, developmentally down-regulated 1	121441
227755_at	3.21e-02	1.81e-02	2.46	-4.313233	0.7448818	ERN1	endoplasmic reticulum to nucleus signaling 1	2081
202681_at	3.21e-02	1.81e-02	-2.46	-4.313332	-0.2903979	MIR4271///C3orf62///USP4	microRNA 4271///chromosome 3 open reading frame 62///ubiquitin specific peptidase 4	100422952///375341///7375
209680_s_at	3.22e-02	1.81e-02	-2.46	-4.313708	-0.5707017	KIFC1	kinesin family member C1	3833
229848_at	3.22e-02	1.81e-02	2.46	-4.313939	0.5254786	ZNF10	zinc finger protein 10	7556
228643_at	3.22e-02	1.81e-02	2.46	-4.314034	0.7974217	RAB30-AS1	RAB30 antisense RNA 1 (head to head)	100506233
230560_at	3.22e-02	1.81e-02	-2.46	-4.314255	-0.7657493	STXBP6	syntaxin binding protein 6	29091
228224_at	3.22e-02	1.81e-02	-2.46	-4.314785	-1.1767226	PRELP	proline and arginine rich end leucine rich repeat protein	5549
218420_s_at	3.22e-02	1.81e-02	2.46	-4.314975	0.3907639	PROSER1	proline and serine rich 1	80209
230128_at	3.22e-02	1.81e-02	-2.46	-4.315144	-0.3835907	CKAP2	cytoskeleton associated protein 2	26586
221744_at	3.22e-02	1.81e-02	2.46	-4.315949	0.4179003	DCAF7	DDB1 and CUL4 associated factor 7	10238
241922_at	3.22e-02	1.82e-02	-2.46	-4.316419	-0.4402117	LMO4	LIM domain only 4	8543
205702_at	3.22e-02	1.82e-02	2.46	-4.316715	0.5944617	PHTF1	putative homeodomain transcription factor 1	10745
210469_at	3.23e-02	1.82e-02	2.46	-4.317333	0.8587864	DLG5	discs large MAGUK scaffold protein 5	9231
226612_at	3.23e-02	1.82e-02	2.46	-4.31815	1.1018091	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	134111
223651_x_at	3.23e-02	1.82e-02	-2.46	-4.319107	-0.3694497	CDC23	cell division cycle 23	8697
225266_at	3.23e-02	1.82e-02	2.46	-4.319207	0.5581153	ZNF652	zinc finger protein 652	22834
235227_at	3.23e-02	1.82e-02	2.46	-4.319476	0.5834692	STXBP5	syntaxin binding protein 5	134957
204563_at	3.23e-02	1.82e-02	2.46	-4.31956	1.1887887	SELL	selectin L	6402
218888_s_at	3.23e-02	1.82e-02	-2.46	-4.319689	-1.3262739	NETO2	neuropilin and tolloid like 2	81831
214075_at	3.24e-02	1.82e-02	-2.46	-4.320808	-0.3836834	NENF	neudesin neurotrophic factor	29937
242645_at	3.24e-02	1.82e-02	2.46	-4.320958	0.2686513			
224896_s_at	3.24e-02	1.83e-02	2.46	-4.32227	0.4785041	TTL	tubulin tyrosine ligase	150465
222769_at	3.24e-02	1.83e-02	-2.46	-4.322576	-0.2587362	MTHFSD	methenyltetrahydrofolate synthetase domain containing	64779
231548_at	3.25e-02	1.83e-02	-2.46	-4.323033	-0.1956188	FOXO3	forkhead box O3	2309
222917_s_at	3.25e-02	1.83e-02	2.46	-4.323319	0.6357842	TBX3	T-box 3	6926
209354_at	3.25e-02	1.83e-02	-2.46	-4.324209	-0.3629852	TNFRSF14	TNF receptor superfamily member 14	8764
214900_at	3.25e-02	1.83e-02	2.46	-4.324268	0.3367272	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	7586
217253_at	3.25e-02	1.83e-02	-2.46	-4.325293	-0.2078599	SH3BP2	SH3 domain binding protein 2	6452
210299_s_at	3.25e-02	1.83e-02	-2.46	-4.325392	-1.2926592	FHL1	four and a half LIM domains 1	2273
210869_s_at	3.26e-02	1.84e-02	-2.46	-4.327142	-1.0624801	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule	102465453///4162
205566_at	3.26e-02	1.84e-02	2.46	-4.328026	0.9408192	ABHD2	abhydrolase domain containing 2	11057
1555575_a_at	3.26e-02	1.84e-02	-2.46	-4.328759	-0.2180405	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	10945
238824_at	3.27e-02	1.84e-02	-2.46	-4.330669	-0.6716216	RPS29	ribosomal protein S29	6235
231713_s_at	3.27e-02	1.84e-02	2.46	-4.331022	0.7593116	ELP2	elongator acetyltransferase complex subunit 2	55250
215296_at	3.27e-02	1.85e-02	-2.46	-4.331357	-0.8116088	CDC42BPA	CDC42 binding protein kinase alpha	8476
215145_s_at	3.27e-02	1.85e-02	2.46	-4.331584	1.1477545	CNTNAP2	contactin associated protein-like 2	26047
218284_at	3.27e-02	1.85e-02	-2.46	-4.331696	-0.5121778	SMAD3	SMAD family member 3	4088
210609_s_at	3.28e-02	1.85e-02	2.45	-4.332793	0.7061639	TP53I3	tumor protein p53 inducible protein 3	9540
221881_s_at	3.28e-02	1.85e-02	2.45	-4.333164	0.5639107	CLIC4	chloride intracellular channel 4	25932
210665_at	3.28e-02	1.85e-02	-2.45	-4.333861	-0.4789305	TFPI	tissue factor pathway inhibitor	7035
208015_at	3.28e-02	1.85e-02	2.45	-4.334327	0.5581622	SMAD1	SMAD family member 1	4086
213982_s_at	3.28e-02	1.85e-02	-2.45	-4.334658	-0.5835444	RABGAP1L	RAB GTPase activating protein 1 like	9910
224156_x_at	3.29e-02	1.85e-02	2.45	-4.33587	1.5695375	IL17RB	interleukin 17 receptor B	55540
219869_s_at	3.29e-02	1.85e-02	2.45	-4.335953	0.7697513	SLC39A8	solute carrier family 39 member 8	64116
219593_at	3.29e-02	1.86e-02	2.45	-4.336746	0.8232156	SLC15A3	solute carrier family 15 member 3	51296
223025_s_at	3.29e-02	1.86e-02	2.45	-4.336975	0.328425	AP1M1	adaptor related protein complex 1 mu 1 subunit	8907
213603_s_at	3.29e-02	1.86e-02	2.45	-4.337055	0.7960192	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	5880
203115_at	3.29e-02	1.86e-02	2.45	-4.33754	0.5573109	FECH	ferrochelatase	2235
221249_s_at	3.29e-02	1.86e-02	-2.45	-4.338012	-0.5748126	FAM117A	family with sequence similarity 117 member A	81558
224826_at	3.30e-02	1.86e-02	2.45	-4.338517	0.7062114	GPCPD1	glycerophosphocholine phosphodiesterase 1	56261
209758_s_at	3.30e-02	1.86e-02	2.45	-4.340016	1.8606385	MFAP5	microfibrillar associated protein 5	8076
224722_at	3.30e-02	1.86e-02	2.45	-4.340194	0.5168631	MIB1	mindbomb E3 ubiquitin protein ligase 1	57534
203879_at	3.30e-02	1.86e-02	-2.45	-4.340333	-0.6649367	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	5293
242875_at	3.30e-02	1.86e-02	2.45	-4.340426	0.5445224			
203430_at	3.30e-02	1.86e-02	-2.45	-4.340722	-0.4521488	HEBP2	heme binding protein 2	23593
228561_at	3.31e-02	1.87e-02	2.45	-4.341762	0.4429115	CDC37L1	cell division cycle 37 like 1	55664
228503_at	3.31e-02	1.87e-02	2.45	-4.34182	0.7161763	RPS6KA6	ribosomal protein S6 kinase A6	27330
241903_at	3.31e-02	1.87e-02	2.45	-4.342135	0.7353735			
