"biotid","substrate_name","substrate_cid","substrate_inchikey","substrate_inchi","enzyme","reaction_type","biotransformation_type","biosystem","prod_name","prod_cid","prod_inchikey","prod_inchi","reference"
"BIOTID00380","(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone","10359957","UZJVBXKFBQNDTQ-UHFFFAOYSA-N","InChI=1S/C19H19NO5/c1-22-12-5-6-13-14(10-20-15(13)9-12)18(21)11-7-16(23-2)19(25-4)17(8-11)24-3/h5-10,20H,1-4H3","CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","KJQRQXULEOYSKP-UHFFFAOYSA-N","InChI=1S/C19H19NO6/c1-23-15-8-13-11(7-14(15)21)12(9-20-13)18(22)10-5-16(24-2)19(26-4)17(6-10)25-3/h5-9,20-21H,1-4H3","PMID:17403915"
"BIOTID00381","KR-33028","11515637","WGKIDCRTLNUROQ-UHFFFAOYSA-N","InChI=1S/C11H8N4OS/c12-5-6-2-1-3-8-7(6)4-9(17-8)10(16)15-11(13)14/h1-4H,(H4,13,14,15,16)","CYP3A4","Aromatic Hydroxylation","Human Phase I","Human","5-hydroxy-KR-33028","NULL","WMUOGLNRYQAYQF-UHFFFAOYSA-N","InChI=1S/C11H8N4O2S/c12-4-6-5-3-9(10(17)15-11(13)14)18-8(5)2-1-7(6)16/h1-3,16H,(H4,13,14,15,17)","PMID:16857327"
"BIOTID00382","KR-33028","11515637","WGKIDCRTLNUROQ-UHFFFAOYSA-N","InChI=1S/C11H8N4OS/c12-5-6-2-1-3-8-7(6)4-9(17-8)10(16)15-11(13)14/h1-4H,(H4,13,14,15,16)","CYP3A4;CYP1A2","Aromatic Hydroxylation","Human Phase I","Human","7-hydroxy-KR-33028","NULL","RGCBBPXCMGQQDS-UHFFFAOYSA-N","InChI=1S/C11H8N4O2S/c12-4-5-1-2-7(16)9-6(5)3-8(18-9)10(17)15-11(13)14/h1-3,16H,(H4,13,14,15,17)","PMID:16857327"
"BIOTID00383","CTK0G1203","12428581","IVVNZDGDKPTYHK-SNVBAGLBSA-N","InChI=1S/C13H19N5/c1-10(13(2,3)4)17-12(16-9-14)18-11-5-7-15-8-6-11/h5-8,10H,1-4H3,(H2,15,16,17,18)/t10-/m1/s1","CYP3A4","N-Oxidation","Human Phase I","Human","NULL","NULL","IJGFZWWPWOGNOQ-UHFFFAOYSA-N","InChI=1S/C13H19N5O/c1-10(13(2,3)4)16-12(15-9-14)17-11-5-7-18(19)8-6-11/h5-8,10H,1-4H3,(H2,15,16,17)","PMID:11851418"
"BIOTID00384","CTK0G1203","12428581","IVVNZDGDKPTYHK-SNVBAGLBSA-N","InChI=1S/C13H19N5/c1-10(13(2,3)4)17-12(16-9-14)18-11-5-7-15-8-6-11/h5-8,10H,1-4H3,(H2,15,16,17,18)/t10-/m1/s1","CYP3A4","C-Oxidation","Human Phase I","Human","NULL","NULL","RREAIWVAEAJVOQ-UHFFFAOYSA-N","InChI=1S/C13H21N5O/c1-9(13(2,3)4)16-12(18-11(14)19)17-10-5-7-15-8-6-10/h5-9H,1-4H3,(H4,14,15,16,17,18,19)","PMID:11851418"
"BIOTID00385","N-(1-Phenyl-1H-pyrazole-5-yl)-p-toluenesulfonamide","10245060","VVUQNTKYPPFMID-UHFFFAOYSA-N","InChI=1S/C16H15N3O2S/c1-13-7-9-15(10-8-13)22(20,21)18-16-11-12-17-19(16)14-5-3-2-4-6-14/h2-12,18H,1H3","CYP2C8;CYP2C9;CYP2C19","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","QWBFRRFWEZMWIB-UHFFFAOYSA-N","InChI=1S/C16H15N3O3S/c20-12-13-6-8-15(9-7-13)23(21,22)18-16-10-11-17-19(16)14-4-2-1-3-5-14/h1-11,18,20H,12H2","PMID:12767217"
"BIOTID00386","N-(1-Phenyl-1H-pyrazole-5-yl)-p-toluenesulfonamide","10245060","VVUQNTKYPPFMID-UHFFFAOYSA-N","InChI=1S/C16H15N3O2S/c1-13-7-9-15(10-8-13)22(20,21)18-16-11-12-17-19(16)14-5-3-2-4-6-14/h2-12,18H,1H3","CYP2C8;CYP2C19","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","VESXFLZNMRMCLI-UHFFFAOYSA-N","InChI=1S/C16H15N3O3S/c1-12-2-8-15(9-3-12)23(21,22)18-16-10-11-17-19(16)13-4-6-14(20)7-5-13/h2-11,18,20H,1H3","PMID:12767217"
"BIOTID00387","terfenadine","6604035","GUGOEEXESWIERI-PMERELPUSA-N","InChI=1S/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3/t30-/m0/s1","CYP2D6;CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","hydroxyterfenadine","NULL","ZIQKFOOBIMENJF-UHFFFAOYSA-N","InChI=1S/C32H41NO3/c1-31(2,24-34)26-17-15-25(16-18-26)30(35)14-9-21-33-22-19-29(20-23-33)32(36,27-10-5-3-6-11-27)28-12-7-4-8-13-28/h3-8,10-13,15-18,29-30,34-36H,9,14,19-24H2,1-2H3","PMID:9733666"
"BIOTID00388","terfenadine","6604035","GUGOEEXESWIERI-PMERELPUSA-N","InChI=1S/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3/t30-/m0/s1","CYP3A4","N-Dealkylation","Human Phase I","Human","azacyclonol","NULL","ZMISODWVFHHWNR-UHFFFAOYSA-N","InChI=1S/C18H21NO/c20-18(15-7-3-1-4-8-15,16-9-5-2-6-10-16)17-11-13-19-14-12-17/h1-10,17,19-20H,11-14H2","PMID:9733666"
"BIOTID00389","2prime_hydroxy_indomethacin_phenethylamide","44274898","AOIQKSHKQIJFMK-RUZDIDTESA-N","InChI=1S/C27H25ClN2O4/c1-17-22(15-26(32)29-16-25(31)18-6-4-3-5-7-18)23-14-21(34-2)12-13-24(23)30(17)27(33)19-8-10-20(28)11-9-19/h3-14,25,31H,15-16H2,1-2H3,(H,29,32)/t25-/m1/s1","CYP2C19;CYP2D6","O-Demethylation","Human Phase I","Human","NULL","NULL","WTKXBAMDBPYRKN-UHFFFAOYSA-N","InChI=1S/C26H23ClN2O4/c1-16-21(14-25(32)28-15-24(31)17-5-3-2-4-6-17)22-13-20(30)11-12-23(22)29(16)26(33)18-7-9-19(27)10-8-18/h2-13,24,30-31H,14-15H2,1H3,(H,28,32)","PMID:14709628"
"BIOTID00390","2prime_hydroxy_indomethacin_phenethylamide","44274898","AOIQKSHKQIJFMK-RUZDIDTESA-N","InChI=1S/C27H25ClN2O4/c1-17-22(15-26(32)29-16-25(31)18-6-4-3-5-7-18)23-14-21(34-2)12-13-24(23)30(17)27(33)19-8-10-20(28)11-9-19/h3-14,25,31H,15-16H2,1-2H3,(H,29,32)/t25-/m1/s1","CYP3A4","Dehydrogenation","Human Phase I","Human","NULL","NULL","STLPREOBDIPUMI-UHFFFAOYSA-N","InChI=1S/C27H23ClN2O4/c1-17-22(15-26(32)29-16-25(31)18-6-4-3-5-7-18)23-14-21(34-2)12-13-24(23)30(17)27(33)19-8-10-20(28)11-9-19/h3-14H,15-16H2,1-2H3,(H,29,32)","PMID:14709628"
"BIOTID00391","(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine","44290645","USWVWJSAJAEEHQ-JTQLQIEISA-N","InChI=1S/C12H17NO2/c1-3-10(13-2)6-9-4-5-11-12(7-9)15-8-14-11/h4-5,7,10,13H,3,6,8H2,1-2H3/t10-/m0/s1","CYP1A2;CYP2B6;CYP2C19;CYP2D6;CYP3A4","N-Demethylation","Human Phase I","Human","NULL","NULL","VHMRXGAIDDCGDU-UHFFFAOYSA-N","InChI=1S/C11H15NO2/c1-2-9(12)5-8-3-4-10-11(6-8)14-7-13-10/h3-4,6,9H,2,5,7,12H2,1H3","PMID:10720722"
"BIOTID00392","(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine","44290645","USWVWJSAJAEEHQ-JTQLQIEISA-N","InChI=1S/C12H17NO2/c1-3-10(13-2)6-9-4-5-11-12(7-9)15-8-14-11/h4-5,7,10,13H,3,6,8H2,1-2H3/t10-/m0/s1","CYP1A2;CYP2B6;CYP2C19;CYP2D6;CYP3A4","O-Demethylation","Human Phase I","Human","NULL","NULL","VDJBHSSFCFZNAW-UHFFFAOYSA-N","InChI=1S/C11H17NO2/c1-3-9(12-2)6-8-4-5-10(13)11(14)7-8/h4-5,7,9,12-14H,3,6H2,1-2H3","PMID:10720722"
"BIOTID00393","Seratrodast","73346713","ZBVKEHDGYSLCCC-SFHVURJKSA-N","InChI=1S/C22H26O4/c1-14-15(2)22(26)20(16(3)21(14)25)18(17-10-6-4-7-11-17)12-8-5-9-13-19(23)24/h4,6-7,10-11,18H,5,8-9,12-13H2,1-3H3,(H,23,24)/t18-/m0/s1","CYP2C19; CYP2C9; CYP2C8; CYP3A4; CYP2B6","Aliphatic hydroxylation of methyl carbon adjacent to aromatic ring","Human Phase I","Human","5-OH-seratrodast","NULL","AQWOADAKGYZHIB-KRWDZBQOSA-N","InChI=1S/C22H26O5/c1-14-18(13-23)21(26)15(2)20(22(14)27)17(16-9-5-3-6-10-16)11-7-4-8-12-19(24)25/h3,5-6,9-10,17,23H,4,7-8,11-13H2,1-2H3,(H,24,25)/t17-/m0/s1","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
"BIOTID00394","Seratrodast","73346713","ZBVKEHDGYSLCCC-SFHVURJKSA-N","InChI=1S/C22H26O4/c1-14-15(2)22(26)20(16(3)21(14)25)18(17-10-6-4-7-11-17)12-8-5-9-13-19(23)24/h4,6-7,10-11,18H,5,8-9,12-13H2,1-3H3,(H,23,24)/t18-/m0/s1","CYP2C19; CYP2C9; CYP2C8","p-Hydroxylation of monosubstituted benzene","Human Phase I","Human","4'-OH-seratrodast","NULL","RCTPAQGTCLHAJU-SFHVURJKSA-N","InChI=1S/C22H26O5/c1-13-14(2)22(27)20(15(3)21(13)26)18(7-5-4-6-8-19(24)25)16-9-11-17(23)12-10-16/h9-12,18,23H,4-8H2,1-3H3,(H,24,25)/t18-/m0/s1","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
"BIOTID00395","chlorpromazine","2726","ZPEIMTDSQAKGNT-UHFFFAOYSA-N","InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3","CYP2D6; CYP1A2","Aromatic hydroxylation of fused benzene ring","Human Phase I","Human","7-Hydroxychlorpromazine","NULL","HICFFJZGXWEIHN-UHFFFAOYSA-N","InChI=1S/C17H19ClN2OS/c1-19(2)8-3-9-20-14-6-5-13(21)11-17(14)22-16-7-4-12(18)10-15(16)20/h4-7,10-11,21H,3,8-9H2,1-2H3","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259986"
"BIOTID00396","chlorpromazine","2726","ZPEIMTDSQAKGNT-UHFFFAOYSA-N","InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3","CYP3A4","S-oxidation of diarylthioether to sulfoxide","Human Phase I","Human","Chlorpromazine S-oxide","NULL","QEPPAOXKZOTMPM-UHFFFAOYSA-N","InChI=1S/C17H19ClN2OS/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)22(21)17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259986"
"BIOTID00397","chlorpromazine","2726","ZPEIMTDSQAKGNT-UHFFFAOYSA-N","InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3","CYP1A2","N-dealkylation of acyclic tertiary amine","Human Phase I","Human","Chlorpromazine, N-desmethyl","NULL","YHFXGBOUSIKGMZ-UHFFFAOYSA-N","InChI=1S/C16H17ClN2S/c1-18-9-4-10-19-13-5-2-3-6-15(13)20-16-8-7-12(17)11-14(16)19/h2-3,5-8,11,18H,4,9-10H2,1H3","Zanger, U.M. and Schwab, M.; Cytochrome P450 enzymes in drug metabolism: Regulation of gene expression, enzyme activities, and impact of genetic variation; Pharmacology & Therapeutics 138 (2013) 103Ã¢â‚¬â€œ141; PMID:23333322"
"BIOTID00398","chlorpropamide","2727","RKWGIWYCVPQPMF-UHFFFAOYSA-N","InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)","CYP2C9 (major); CYP2C19 (minor); CYP2C8 (minor); CYP1A2 (minor); CYP3A4 (minor)","Hydroxylation of benzene on carbon ortho to an electron donating group","Human Phase I","Human","2-OH-chlorpropamide","NULL","QRXRPQPWKRLTQX-UHFFFAOYSA-N","InChI=1S/C10H13ClN2O4S/c1-2-5-12-10(15)13-18(16,17)9-4-3-7(11)6-8(9)14/h3-4,6,14H,2,5H2,1H3,(H2,12,13,15)","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675|Shon, J. (2004), Chlorpropamide 2 hydroxylation is catalysed by CYP2C9 and CYP2C19 in vitro: chlorpropamide disposition is influenced by CYP2C9, but not by CYP2C19 genetic polymorphism, British Journal of Clinical Pharmacology; DOI:10.1111/j.1365-2125.2005.02364.x"
"BIOTID00399","chlorpropamide","2727","RKWGIWYCVPQPMF-UHFFFAOYSA-N","InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)","CYP2D6","Hydroxylation of aromatic carbon ortho to halide group","Human Phase I","Human","3-OH-chlorpropamide","NULL","RXFPYNAVFFDUJE-UHFFFAOYSA-N","InChI=1S/C10H13ClN2O4S/c1-2-5-12-10(15)13-18(16,17)7-3-4-8(11)9(14)6-7/h3-4,6,14H,2,5H2,1H3,(H2,12,13,15)","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675|Shon, J. (2004), Chlorpropamide 2 hydroxylation is catalysed by CYP2C9 and CYP2C19 in vitro: chlorpropamide disposition is influenced by CYP2C9, but not by CYP2C19 genetic polymorphism, British Journal of Clinical Pharmacology; DOI:10.1111/j.1365-2125.2005.02364.x"
"BIOTID00400","chlorpropamide","2727","RKWGIWYCVPQPMF-UHFFFAOYSA-N","InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)","CYP2D6","N-dealkylation of urea","Human Phase I","Human","p-Chlorobenzene sulfonylurea","NULL","AZEPYUPSYWCRBG-UHFFFAOYSA-N","InChI=1S/C7H7ClN2O3S/c8-5-1-3-6(4-2-5)14(12,13)10-7(9)11/h1-4H,(H3,9,10,11)","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675|Shon, J. (2004), Chlorpropamide 2 hydroxylation is catalysed by CYP2C9 and CYP2C19 in vitro: chlorpropamide disposition is influenced by CYP2C9, but not by CYP2C19 genetic polymorphism, British Journal of Clinical Pharmacology; DOI:10.1111/j.1365-2125.2005.02364.x"
"BIOTID00401","Chlorpyrifos","2730","SBPBAQFWLVIOKP-UHFFFAOYSA-N","InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3","CYP2C19; CYP2B6; CYP3A4","Dearylation of organphosphosulfur compound","Human Phase I","Human","3,5,6-Trichloro-2-pyridinol","NULL","WCYYAQFQZQEUEN-UHFFFAOYSA-N","InChI=1S/C5H2Cl3NO/c6-2-1-3(7)5(10)9-4(2)8/h1H,(H,9,10)","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
"BIOTID00402","Chlorpyrifos","2730","SBPBAQFWLVIOKP-UHFFFAOYSA-N","InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3","CYP2C19; CYP2B6; CYP3A4","Dearylation of organphosphosulfur compound","Human Phase I","Human","Diethyl phosphorothioate","NULL","UCQFCFPECQILOL-UHFFFAOYSA-N","InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
"BIOTID00403","Chlorpyrifos","2730","SBPBAQFWLVIOKP-UHFFFAOYSA-N","InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3","CYP1A2; CYP2B6; CYP2C8; CYP2C9; CYP2C19; CYP2D6; CYP3A4","Desulfuration of organophosphothioates","Human Phase I","Human","Chlorpyrifos-oxon","NULL","OTMOUPHCTWPNSL-UHFFFAOYSA-N","InChI=1S/C9H11Cl3NO4P/c1-3-15-18(14,16-4-2)17-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
"BIOTID00404","chlorzoxazone","2733","TZFWDZFKRBELIQ-UHFFFAOYSA-N","InChI=1S/C7H4ClNO2/c8-4-1-2-6-5(3-4)9-7(10)11-6/h1-3H,(H,9,10)","CYP2E1; CYP1A2; CYP1A1; CYP2A6; CYP2D6; CYP3A4","Aromatic hydroxylation of fused benzene ring","Human Phase I","Human","6-Hydroxychlorzoxazone","NULL","AGLXDWOTVQZHIQ-UHFFFAOYSA-N","InChI=1S/C7H4ClNO3/c8-3-1-4-6(2-5(3)10)12-7(11)9-4/h1-2,10H,(H,9,11)","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
"BIOTID00405","cilostazol","2754","RRGUKTPIGVIEKM-UHFFFAOYSA-N","InChI=1S/C20H27N5O2/c26-20-12-9-15-14-17(10-11-18(15)21-20)27-13-5-4-8-19-22-23-24-25(19)16-6-2-1-3-7-16/h10-11,14,16H,1-9,12-13H2,(H,21,26)","CYP1A2;CYP2D6;CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","OPC-13326","NULL","FCWDVHXHKQJPQA-UHFFFAOYSA-N","InChI=1S/C20H27N5O3/c26-18-13-20(27)21-17-10-9-15(12-16(17)18)28-11-5-4-8-19-22-23-24-25(19)14-6-2-1-3-7-14/h9-10,12,14,18,26H,1-8,11,13H2,(H,21,27)","PMID:10889516"
"BIOTID00406","cilostazol","2754","RRGUKTPIGVIEKM-UHFFFAOYSA-N","InChI=1S/C20H27N5O2/c26-20-12-9-15-14-17(10-11-18(15)21-20)27-13-5-4-8-19-22-23-24-25(19)16-6-2-1-3-7-16/h10-11,14,16H,1-9,12-13H2,(H,21,26)","CYP2C19;CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","OPC-13217","NULL","KFXNZXLUGHLDBB-UHFFFAOYSA-N","InChI=1S/C20H27N5O3/c26-16-7-5-15(6-8-16)25-19(22-23-24-25)3-1-2-12-28-17-9-10-18-14(13-17)4-11-20(27)21-18/h9-10,13,15-16,26H,1-8,11-12H2,(H,21,27)","PMID:10889516"
"BIOTID00407","cinnarizine","1547484","DERZBLKQOCDDDZ-JLHYYAGUSA-N","InChI=1S/C26H28N2/c1-4-11-23(12-5-1)13-10-18-27-19-21-28(22-20-27)26(24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-17,26H,18-22H2/b13-10+","CYP2B6","p-Hydroxylation of monosubstituted benzene","Human Phase I","Human","4-{phenyl[4-(3-phenylprop-2-en-1-yl)piperazin-1-yl]methyl}phenol","NULL","UQMAKWWGLMGUQQ-JXMROGBWSA-N","InChI=1S/C26H28N2O/c29-25-15-13-24(14-16-25)26(23-11-5-2-6-12-23)28-20-18-27(19-21-28)17-7-10-22-8-3-1-4-9-22/h1-16,26,29H,17-21H2/b10-7+","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00408","cinnarizine","1547484","DERZBLKQOCDDDZ-JLHYYAGUSA-N","InChI=1S/C26H28N2/c1-4-11-23(12-5-1)13-10-18-27-19-21-28(22-20-27)26(24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-17,26H,18-22H2/b13-10+","CYP2D6","p-Hydroxylation of monosubstituted benzene","Human Phase I","Human","4-{3-[4-(diphenylmethyl)piperazin-1-yl]prop-1-en-1-yl}phenol","NULL","QFWMZESBHJUDQQ-BQYQJAHWSA-N","InChI=1S/C26H28N2O/c29-25-15-13-22(14-16-25)8-7-17-27-18-20-28(21-19-27)26(23-9-3-1-4-10-23)24-11-5-2-6-12-24/h1-16,26,29H,17-21H2/b8-7+",""
"BIOTID00409","cinnarizine","1547484","DERZBLKQOCDDDZ-JLHYYAGUSA-N","InChI=1S/C26H28N2/c1-4-11-23(12-5-1)13-10-18-27-19-21-28(22-20-27)26(24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-17,26H,18-22H2/b13-10+","CYP2C9; CYP1A2; CYP2A6","N_DEALKYLATION_OF_ALIPHATIC_TERTIARY_AMINES_PATTERN1","Human Phase I","Human","1-Benzhydrylpiperazine","70048","NWVNXDKZIQLBNM-UHFFFAOYSA-N","InChI=1S/C17H20N2/c1-3-7-15(8-4-1)17(16-9-5-2-6-10-16)19-13-11-18-12-14-19/h1-10,17-18H,11-14H2","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00409","cinnarizine","1547484","DERZBLKQOCDDDZ-JLHYYAGUSA-N","InChI=1S/C26H28N2/c1-4-11-23(12-5-1)13-10-18-27-19-21-28(22-20-27)26(24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-17,26H,18-22H2/b13-10+","CYP2C9; CYP1A2; CYP2A6","N_DEALKYLATION_OF_ALIPHATIC_TERTIARY_AMINES_PATTERN1","Human Phase I","Human","Cinnamaldehyde","70048","KJPRLNWUNMBNBZ-QPJJXVBHSA-N","InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-8H/b7-4+","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00410","cinnarizine","1547484","DERZBLKQOCDDDZ-JLHYYAGUSA-N","InChI=1S/C26H28N2/c1-4-11-23(12-5-1)13-10-18-27-19-21-28(22-20-27)26(24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-17,26H,18-22H2/b13-10+","CYP2C9; CYP1A2; CYP2A6","OXIDATIVE_DEAMINATION_OF_TERTIARY_AMINES; N_DEALKYLATION_OF_ALICYCLIC_TERTIARY_AMINES_PATTERN1","Human Phase I","Human","Benzophenone","3102","RWCCWEUUXYIKHB-UHFFFAOYSA-N","InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00410","cinnarizine","1547484","DERZBLKQOCDDDZ-JLHYYAGUSA-N","InChI=1S/C26H28N2/c1-4-11-23(12-5-1)13-10-18-27-19-21-28(22-20-27)26(24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-17,26H,18-22H2/b13-10+","CYP2C9; CYP1A2; CYP2A6","OXIDATIVE_DEAMINATION_OF_TERTIARY_AMINES; N_DEALKYLATION_OF_ALICYCLIC_TERTIARY_AMINES_PATTERN1","Human Phase I","Human","1-Cinnamylpiperazine","3102","WGEIOMTZIIOUMA-QPJJXVBHSA-N","InChI=1S/C13H18N2/c1-2-5-13(6-3-1)7-4-10-15-11-8-14-9-12-15/h1-7,14H,8-12H2/b7-4+","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00411","cisapride","5311047","DCSUBABJRXZOMT-RBBKRZOGSA-N","InChI=1S/C23H29ClFN3O4/c1-30-21-13-19(26)18(24)12-17(21)23(29)27-20-8-10-28(14-22(20)31-2)9-3-11-32-16-6-4-15(25)5-7-16/h4-7,12-13,20,22H,3,8-11,14,26H2,1-2H3,(H,27,29)/t20-,22+/m0/s1","CYP3A4; CYP2C8; CYP2B6","N-dealkylation of alicyclic tertiary amine","Human Phase I","Human","Norcisapride","NULL","OMLDMGPCWMBPAN-WCQYABFASA-N","InChI=1S/C14H20ClN3O3/c1-20-12-6-10(16)9(15)5-8(12)14(19)18-11-3-4-17-7-13(11)21-2/h5-6,11,13,17H,3-4,7,16H2,1-2H3,(H,18,19)/t11-,13+/m0/s1","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
