Name,InChIKey,InChI,PubChem_CID,SMILES,Synonym1,Synonym2
Encainide,PJWPNDMDCLXCOM-UHFFFAOYNA-N,"InChI=1S/C22H28N2O2/c1-24-16-6-5-8-19(24)13-10-17-7-3-4-9-21(17)23-22(25)18-11-14-20(26-2)15-12-18/h3-4,7,9,11-12,14-15,19H,5-6,8,10,13,16H2,1-2H3,(H,23,25)",48041,CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(cc1)OC,,
"5-Methyl-1,2-dihydrochrysene-1,2-diol",ZUQHOPBWKPIZSS-UHFFFAOYSA-N,"InChI=1S/C19H16O2/c1-11-10-12-4-2-3-5-13(12)14-6-7-16-15(18(11)14)8-9-17(20)19(16)21/h2-10,17,19-21H,1H3",49838,Cc1cc2ccccc2c2ccc3c(C=CC(C3O)O)c12,,
Glu-P-1,AYLURHVFAYRSHT-UHFFFAOYSA-N,"InChI=1S/C11H10N4/c1-7-3-2-6-15-10(7)13-8-4-5-9(12)14-11(8)15/h2-6H,1H3,(H2,12,14)",49971,Cc1cccn2c1nc1ccc(=N)[nH]c21,,
6-Sulfooxymethylbenzo(a)pyrene,WPJPSIKNQCJUCP-UHFFFAOYSA-N,"InChI=1S/C21H14O4S/c22-26(23,24)25-12-19-16-7-2-1-6-15(16)17-10-8-13-4-3-5-14-9-11-18(19)21(17)20(13)14/h1-11H,12H2,(H,22,23,24)",50026,c1ccc2c(c1)c1ccc3cccc4ccc(c2COS(=O)(=O)O)c1c34,,
Indoxyl,PCKPVGOLPKLUHR-UHFFFAOYSA-N,"InChI=1S/C8H7NO/c10-8-5-9-7-4-2-1-3-6(7)8/h1-5,9-10H",50591,c1ccc2c(c1)c(c[nH]2)O,,
alfentanil,IDBPHNDTYPBSNI-UHFFFAOYSA-N,"InChI=1S/C21H32N6O3/c1-4-19(28)27(18-9-7-6-8-10-18)21(17-30-3)11-13-24(14-12-21)15-16-26-20(29)25(5-2)22-23-26/h6-10H,4-5,11-17H2,1-3H3",51263,CCC(=O)N(c1ccccc1)C1(CCN(CC1)CCn1c(=O)n(CC)nn1)COC,,
"BENZ(a)ANTHRACENE-3,4-DIOL, 7,12-DIMETHYL-",UOGIXWFTUIUULQ-UHFFFAOYSA-N,"InChI=1S/C20H16O2/c1-11-13-5-3-4-6-14(13)12(2)19-15(11)7-8-17-16(19)9-10-18(21)20(17)22/h3-10,21-22H,1-2H3",51458,Cc1c2ccccc2c(C)c2c1ccc1c2ccc(c1O)O,,
BENZ(c)ACRIDINE-7-METHANOL,HEDQVRLHVBZVLF-UHFFFAOYSA-N,"InChI=1S/C18H13NO/c20-11-16-14-7-3-4-8-17(14)19-18-13-6-2-1-5-12(13)9-10-15(16)18/h1-10,20H,11H2",51818,c1ccc2c(c1)ccc1c(CO)c3ccccc3nc21,,
lovastatin,PCZOHLXUXFIOCF-BXMDZJJMSA-N,"InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1",53232,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,,
(R)-colchicine,IAKHMKGGTNLKSZ-MRXNPFEDSA-N,"InChI=1S/C22H25NO6/c1-12(24)23-16-8-6-13-10-19(27-3)21(28-4)22(29-5)20(13)14-7-9-18(26-2)17(25)11-15(14)16/h7,9-11,16H,6,8H2,1-5H3,(H,23,24)/t16-/m1/s1",53278,CC(=N[C@@H]1CCc2cc(c(c(c2c2ccc(c(=O)cc12)OC)OC)OC)OC)O,,
"2-Amino-3-methylimidazo(4,5-F)quinoline",ARZWATDYIYAUTA-UHFFFAOYSA-N,"InChI=1S/C11H10N4/c1-15-9-5-4-8-7(3-2-6-13-8)10(9)14-11(15)12/h2-6H,1H3,(H2,12,14)",53462,Cn1c2ccc3c(cccn3)c2[nH]c1=N,,
simvastatin,RYMZZMVNJRMUDD-HGQWONQESA-N,"InChI=1S/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3/t15-,16-,18+,19+,20-,21-,23-/m0/s1",54454,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,,
O-demethylencainide,QMHJFCPHRGVEAF-UHFFFAOYSA-N,"InChI=1S/C21H26N2O2/c1-23-15-5-4-7-18(23)12-9-16-6-2-3-8-20(16)22-21(25)17-10-13-19(24)14-11-17/h2-3,6,8,10-11,13-14,18,24H,4-5,7,9,12,15H2,1H3,(H,22,25)",54736,CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(cc1)O,,
gepirone,QOIGKGMMAGJZNZ-UHFFFAOYSA-N,"InChI=1S/C19H29N5O2/c1-19(2)14-16(25)24(17(26)15-19)9-4-3-8-22-10-12-23(13-11-22)18-20-6-5-7-21-18/h5-7H,3-4,8-15H2,1-2H3",55191,CC1(C)CC(=O)N(CCCCN2CCN(CC2)c2ncccn2)C(=O)C1,,
mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",55245,CC#C[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C)O,,
tauromustine,RCLLNBVPCJDIPX-UHFFFAOYSA-N,"InChI=1S/C7H15ClN4O4S/c1-11(2)17(15,16)6-4-9-7(13)12(10-14)5-3-8/h3-6H2,1-2H3,(H,9,13)",55456,CN(C)S(=O)(=O)CCN=C(N(CCCl)N=O)O,,
N-demethylencainide,QLMVRMLCNYDKJN-UHFFFAOYSA-N,"InChI=1S/C21H26N2O2/c1-25-19-13-10-17(11-14-19)21(24)23-20-8-3-2-6-16(20)9-12-18-7-4-5-15-22-18/h2-3,6,8,10-11,13-14,18,22H,4-5,7,9,12,15H2,1H3,(H,23,24)",55647,COc1ccc(cc1)C(=O)Nc1ccccc1CCC1CCCCN1,,
Oxodipine,MSOAVHHAZCMHDI-UHFFFAOYSA-N,"InChI=1S/C19H21NO6/c1-5-24-19(22)15-11(3)20-10(2)14(18(21)23-4)16(15)12-7-6-8-13-17(12)26-9-25-13/h6-8,16,20H,5,9H2,1-4H3",56108,CCOC(=O)C1=C(C)NC(=C(C1c1cccc2c1OCO2)C(=O)OC)C,,
finasteride,DBEPLOCGEIEOCV-WSBQPABSSA-N,"InChI=1S/C23H36N2O2/c1-21(2,3)25-20(27)17-8-7-15-14-6-9-18-23(5,13-11-19(26)24-18)16(14)10-12-22(15,17)4/h11,13-18H,6-10,12H2,1-5H3,(H,24,26)(H,25,27)/t14-,15-,16-,17+,18+,22-,23+/m0/s1",57363,CC(C)(C)N=C([C@H]1CC[C@H]2[C@@H]3CC[C@@H]4[C@](C)(C=CC(=N4)O)[C@H]3CC[C@]12C)O,,
"Sulfapyridine, N-acetyl",CYLYVXPHAQLXFG-UHFFFAOYSA-N,"InChI=1S/C13H13N3O3S/c1-10(17)15-11-5-7-12(8-6-11)20(18,19)16-13-4-2-3-9-14-13/h2-9H,1H3,(H,14,16)(H,15,17)",58638,CC(=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1)O,,
sertindole,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,"InChI=1S/C24H26ClFN4O/c25-18-1-6-23-21(15-18)22(16-30(23)20-4-2-19(26)3-5-20)17-7-10-28(11-8-17)13-14-29-12-9-27-24(29)31/h1-6,15-17H,7-14H2,(H,27,31)",60149,c1cc2c(cc1Cl)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCN=C1O,,
PMEA,SUPKOOSCJHTBAH-UHFFFAOYSA-N,"InChI=1S/C8H12N5O4P/c9-7-6-8(11-3-10-7)13(4-12-6)1-2-17-5-18(14,15)16/h3-4H,1-2,5H2,(H2,9,10,11)(H2,14,15,16)",60172,C(COCP(=O)(O)O)n1cnc2c(N)ncnc12,,
Zileuton,MWLSOWXNZPKENC-UHFFFAOYSA-N,"InChI=1S/C11H12N2O2S/c1-7(13(15)11(12)14)10-6-8-4-2-3-5-9(8)16-10/h2-7,15H,1H3,(H2,12,14)",60490,CC(c1cc2ccccc2s1)N(C(=N)O)O,,
Losigamone,ICDNYWJQGWNLFP-UHFFFAOYSA-N,"InChI=1S/C12H11ClO4/c1-16-9-6-10(14)17-12(9)11(15)7-4-2-3-5-8(7)13/h2-6,11-12,15H,1H3",60572,COC1=CC(=O)OC1C(c1ccccc1Cl)O,,
aripiprazole,CEUORZQYGODEFX-UHFFFAOYSA-N,"InChI=1S/C23H27Cl2N3O2/c24-19-4-3-5-21(23(19)25)28-13-11-27(12-14-28)10-1-2-15-30-18-8-6-17-7-9-22(29)26-20(17)16-18/h3-6,8,16H,1-2,7,9-15H2,(H,26,29)",60795,C(CCOc1ccc2CCC(=Nc2c1)O)CN1CCN(CC1)c1cccc(c1Cl)Cl,,
atorvastatin,XUKUURHRXDUEBC-KAYWLYCHSA-N,"InChI=1S/C33H35FN2O5/c1-21(2)31-30(33(41)35-25-11-7-4-8-12-25)29(22-9-5-3-6-10-22)32(23-13-15-24(34)16-14-23)36(31)18-17-26(37)19-27(38)20-28(39)40/h3-16,21,26-27,37-38H,17-20H2,1-2H3,(H,35,41)(H,39,40)/t26-,27-/m1/s1",60823,CC(C)c1c(c(c2ccccc2)c(c2ccc(cc2)F)n1CC[C@H](C[C@H](CC(=O)O)O)O)C(=Nc1ccccc1)O,,
Duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3/t17-/m0/s1",60835,CNCC[C@@H](c1cccs1)Oc1cccc2ccccc12,,
irinotecan,UWKQSNNFCGGAFS-XIFFEERXSA-N,"InChI=1S/C33H38N4O6/c1-3-22-23-16-21(43-32(40)36-14-10-20(11-15-36)35-12-6-5-7-13-35)8-9-27(23)34-29-24(22)18-37-28(29)17-26-25(30(37)38)19-42-31(39)33(26,41)4-2/h8-9,16-17,20,41H,3-7,10-15,18-19H2,1-2H3/t33-/m0/s1",60838,CCc1c2cc(ccc2nc2c1Cn1c2cc2c(COC(=O)[C@@]2(CC)O)c1=O)OC(=O)N1CCC(CC1)N1CCCCC1,,
valsartan,ACWBQPMHZXGDFX-QFIPXVFZSA-N,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",60846,CCCCC(=O)N(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)[C@@H](C(C)C)C(=O)O,,
ziprasidone,MVWVFYHBGMAFLY-UHFFFAOYSA-N,"InChI=1S/C21H21ClN4OS/c22-17-13-18-15(12-20(27)23-18)11-14(17)5-6-25-7-9-26(10-8-25)21-16-3-1-2-4-19(16)28-24-21/h1-4,11,13H,5-10,12H2,(H,23,27)",60854,c1ccc2c(c1)c(ns2)N1CCN(CCc2cc3CC(=Nc3cc2Cl)O)CC1,,
zolmitriptan,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,"InChI=1S/C16H21N3O2/c1-19(2)6-5-12-9-17-15-4-3-11(8-14(12)15)7-13-10-21-16(20)18-13/h3-4,8-9,13,17H,5-7,10H2,1-2H3,(H,18,20)/t13-/m0/s1",60857,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=N3)O)cc12,,
Tasosartan,ADXGNEYLLLSOAR-UHFFFAOYSA-N,"InChI=1S/C23H21N7O/c1-14-18-11-12-21(31)30(23(18)25-15(2)24-14)13-16-7-9-17(10-8-16)19-5-3-4-6-20(19)22-26-28-29-27-22/h3-10H,11-13H2,1-2H3,(H,26,27,28,29)",60919,Cc1c2CCC(=O)N(Cc3ccc(cc3)c3ccccc3c3n[nH]nn3)c2nc(C)n1,,
Trifluoroacetyl chloride,PNQBEPDZQUOCNY-UHFFFAOYSA-N,"InChI=1S/C2ClF3O/c3-1(7)2(4,5)6",61106,C(=O)(C(F)(F)F)Cl,,
tert-amyl methyl ether,HVZJRWJGKQPSFL-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",61247,CCC(C)(C)OC,,
4-nitropyrene,UISKIUIWPSPSAV-UHFFFAOYSA-N,InChI=1S/C16H9NO2/c18-17(19)14-9-12-5-1-3-10-7-8-11-4-2-6-13(14)16(11)15(10)12/h1-9H,62134,c1cc2ccc3cccc4c(cc(c1)c2c34)N(=O)=O,,
meiqx,DVCCCQNKIYNAKB-UHFFFAOYSA-N,"InChI=1S/C11H11N5/c1-6-5-13-7-3-4-8-10(9(7)14-6)15-11(12)16(8)2/h3-5H,1-2H3,(H2,12,15)",62275,Cc1cnc2ccc3c(c2n1)[nH]c(=N)n3C,,
S-Bioallethrin,ZCVAOQKBXKSDMS-PVAVHDDUSA-N,"InChI=1S/C19H26O3/c1-7-8-13-12(4)16(10-15(13)20)22-18(21)17-14(9-11(2)3)19(17,5)6/h7,9,14,16-17H,1,8,10H2,2-6H3/t14-,16+,17+/m1/s1",62829,C=CCC1=C(C)[C@H](CC1=O)OC(=O)[C@@H]1[C@@H](C=C(C)C)C1(C)C,,
"Chlorpromazine, N-desmethyl",YHFXGBOUSIKGMZ-UHFFFAOYSA-N,"InChI=1S/C16H17ClN2S/c1-18-9-4-10-19-13-5-2-3-6-15(13)20-16-8-7-12(17)11-14(16)19/h2-3,5-8,11,18H,4,9-10H2,1H3",62875,CNCCCN1c2ccccc2Sc2ccc(cc12)Cl,,
Lorazepam glucuronide,IWOJSSFCRQKNKN-IFBJMGMISA-N,"InChI=1S/C21H18Cl2N2O8/c22-8-5-6-12-10(7-8)13(9-3-1-2-4-11(9)23)25-19(18(29)24-12)33-21-16(28)14(26)15(27)17(32-21)20(30)31/h1-7,14-17,19,21,26-28H,(H,24,29)(H,30,31)/t14-,15-,16+,17-,19?,21-/m0/s1",62966,c1ccc(c(c1)C1=NC(C(=Nc2ccc(cc12)Cl)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)Cl,,
Dehydrofelodipine,REQRUBNOOIAHMG-UHFFFAOYSA-N,"InChI=1S/C18H17Cl2NO4/c1-5-25-18(23)14-10(3)21-9(2)13(17(22)24-4)15(14)11-7-6-8-12(19)16(11)20/h6-8H,5H2,1-4H3",62970,CCOC(=O)c1c(C)nc(C)c(c1c1cccc(c1Cl)Cl)C(=O)OC,,
Promethazine sulfoxide,OWTCLFIFAFHQIX-UHFFFAOYSA-N,"InChI=1S/C17H20N2OS/c1-13(18(2)3)12-19-14-8-4-6-10-16(14)21(20)17-11-7-5-9-15(17)19/h4-11,13H,12H2,1-3H3",63032,CC(CN1c2ccccc2S(=O)c2ccccc12)N(C)C,,
hydroxy-methaqualone,VHBSPUXYKQNPJR-UHFFFAOYSA-N,"InChI=1S/C16H14N2O2/c1-11-17-14-8-4-3-7-13(14)16(20)18(11)15-9-5-2-6-12(15)10-19/h2-9,19H,10H2,1H3",63122,Cc1nc2ccccc2c(=O)n1c1ccccc1CO,,
efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1",64139,C1CC1C#C[C@]1(c2cc(ccc2N=C(O)O1)Cl)C(F)(F)F,,
Nelfinavir,QAGYKUNXZHXKMR-HKWSIXNMSA-N,"InChI=1S/C32H45N3O4S/c1-21-25(15-10-16-28(21)36)30(38)33-26(20-40-24-13-6-5-7-14-24)29(37)19-35-18-23-12-9-8-11-22(23)17-27(35)31(39)34-32(2,3)4/h5-7,10,13-16,22-23,26-27,29,36-37H,8-9,11-12,17-20H2,1-4H3,(H,33,38)(H,34,39)/t22-,23+,26-,27-,29+/m0/s1",64143,Cc1c(cccc1O)C(=N[C@@H](CSc1ccccc1)[C@@H](CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=NC(C)(C)C)O)O)O,,
DADSO,JDLKFOPOAOFWQN-UHFFFAOYSA-N,"InChI=1S/C6H10OS2/c1-3-5-8-9(7)6-4-2/h3-4H,1-2,5-6H2",65036,C=CCSS(=O)CC=C,,
(-)-Epigallocatechin gallate,WMBWREPUVVBILR-WIYYLYMNSA-N,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",65064,c1c(cc(c(c1O)O)O)[C@@H]1[C@@H](Cc2c(cc(cc2O1)O)O)OC(=O)c1cc(c(c(c1)O)O)O,,
Acetylsulfamethoxazole,GXPIUNZCALHVBA-UHFFFAOYSA-N,"InChI=1S/C12H13N3O4S/c1-8-7-12(14-19-8)15-20(17,18)11-5-3-10(4-6-11)13-9(2)16/h3-7H,1-2H3,(H,13,16)(H,14,15)",65280,Cc1cc(no1)NS(=O)(=O)c1ccc(cc1)N=C(C)O,,
N-Hydroxydapsone,IYDSJDWESCGRKW-UHFFFAOYSA-N,"InChI=1S/C12H12N2O3S/c13-9-1-5-11(6-2-9)18(16,17)12-7-3-10(14-15)4-8-12/h1-8,14-15H,13H2",65387,c1cc(ccc1N)S(=O)(=O)c1ccc(cc1)NO,,
"mesalazine, N-acetyl",GEFDRROBUCULOD-UHFFFAOYSA-N,"InChI=1S/C9H9NO4/c1-5(11)10-6-2-3-8(12)7(4-6)9(13)14/h2-4,12H,1H3,(H,10,11)(H,13,14)",65512,CC(=Nc1ccc(c(c1)C(=O)O)O)O,,
6alpha-Hydroxytestosterone ,XSEGWEUVSZRCBC-ZVBLRVHNSA-N,"InChI=1S/C19H28O3/c1-18-7-5-11(20)9-15(18)16(21)10-12-13-3-4-17(22)19(13,2)8-6-14(12)18/h9,12-14,16-17,21-22H,3-8,10H2,1-2H3/t12-,13-,14-,16+,17-,18+,19-/m0/s1",65543,C[C@@]12CCC(=O)C=C2[C@@H](C[C@H]2[C@@H]3CC[C@@H]([C@@]3(C)CC[C@H]12)O)O,,
16-Hydroxytestosterone ,YMCWOAZGWMZGQT-FPNLOETNSA-N,"InChI=1S/C19H28O3/c1-18-7-5-12(20)9-11(18)3-4-13-14(18)6-8-19(2)15(13)10-16(21)17(19)22/h9,13-17,21-22H,3-8,10H2,1-2H3/t13-,14+,15+,16-,17+,18+,19+/m1/s1",65545,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@H]([C@@H]2O)O,,
Trifluoroacetyl chloride,JVTSHOJDBRTPHD-UHFFFAOYSA-N,"InChI=1S/C2HF3O/c3-2(4,5)1-6/h1H",65564,C(=O)C(F)(F)F,,
rutaecarpine,ACVGWSKVRYFWRP-UHFFFAOYSA-N,"InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2",65752,c1ccc2c(c1)c1CCn3c(c1[nH]2)nc1ccccc1c3=O,,
dexverapamil,SGTNSNPWRIOYBX-HHHXNRCGSA-N,"InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3/t27-/m1/s1",65808,CC(C)[C@@](CCCN(C)CCc1ccc(c(c1)OC)OC)(C#N)c1ccc(c(c1)OC)OC,,
reboxetine,CBQGYUDMJHNJBX-OALUTQOASA-N,"InChI=1S/C19H23NO3/c1-2-21-16-10-6-7-11-17(16)23-19(15-8-4-3-5-9-15)18-14-20-12-13-22-18/h3-11,18-20H,2,12-14H2,1H3/t18-,19-/m0/s1",65856,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,,
Quinotolast,ZUPLNRDTYQWUHP-UHFFFAOYSA-N,"InChI=1S/C17H12N6O3/c24-15(18-17-19-21-22-20-17)12-10-14(26-11-6-2-1-3-7-11)13-8-4-5-9-23(13)16(12)25/h1-10H,(H2,18,19,20,21,22,24)",65871,c1ccc(cc1)Oc1cc(C(=Nc2n[nH]nn2)O)c(=O)n2ccccc12,,
ecabapide,JTAGHJPZEDNHHA-UHFFFAOYSA-N,"InChI=1S/C20H25N3O4/c1-21-20(25)15-5-4-6-16(12-15)23-13-19(24)22-10-9-14-7-8-17(26-2)18(11-14)27-3/h4-8,11-12,23H,9-10,13H2,1-3H3,(H,21,25)(H,22,24)",65885,CN=C(c1cccc(c1)NCC(=NCCc1ccc(c(c1)OC)OC)O)O,,
dexloxiglumide,QNQZBKQEIFTHFZ-GOSISDBHSA-N,"InChI=1S/C21H30Cl2N2O5/c1-3-4-5-11-25(12-6-13-30-2)21(29)18(9-10-19(26)27)24-20(28)15-7-8-16(22)17(23)14-15/h7-8,14,18H,3-6,9-13H2,1-2H3,(H,24,28)(H,26,27)/t18-/m1/s1",65937,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)N=C(c1ccc(c(c1)Cl)Cl)O,,
repaglinide,FAEKWTJYAYMJKF-QHCPKHFHSA-N,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)/t23-/m0/s1",65981,CCOc1cc(ccc1C(=O)O)CC(=N[C@@H](CC(C)C)c1ccccc1N1CCCCC1)O,,
dexfenfluramine,DBGIVFWFUFKIQN-VIFPVBQESA-N,"InChI=1S/C12H16F3N/c1-3-16-9(2)7-10-5-4-6-11(8-10)12(13,14)15/h4-6,8-9,16H,3,7H2,1-2H3/t9-/m0/s1",66265,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F,,
Pentamethylphosphoramide,JSJBYUNWLNWERF-UHFFFAOYSA-N,"InChI=1S/C5H16N3OP/c1-6-10(9,7(2)3)8(4)5/h1-5H3,(H,6,9)",66283,CNP(=O)(N(C)C)N(C)C,,
2-O-methoxyestradiol,CQOQDQWUFQDJMK-SSTWWWIQSA-N,"InChI=1S/C19H26O3/c1-19-8-7-12-13(15(19)5-6-18(19)21)4-3-11-9-16(20)17(22-2)10-14(11)12/h9-10,12-13,15,18,20-21H,3-8H2,1-2H3/t12-,13+,15-,18-,19-/m0/s1",66414,C[C@]12CC[C@H]3[C@@H](CCc4cc(c(cc34)OC)O)[C@@H]1CC[C@@H]2O,2-Methoxy-estradiol-17beta,
N(4)-Acetylsulfamerazine,PHFJZKMLXDFUNB-UHFFFAOYSA-N,"InChI=1S/C13H14N4O3S/c1-9-7-8-14-13(15-9)17-21(19,20)12-5-3-11(4-6-12)16-10(2)18/h3-8H,1-2H3,(H,16,18)(H,14,15,17)",67181,Cc1ccnc(n1)NS(=O)(=O)c1ccc(cc1)N=C(C)O,,
p-Trifluoromethyl phenol,BAYGVMXZJBFEMB-UHFFFAOYSA-N,"InChI=1S/C7H5F3O/c8-7(9,10)5-1-3-6(11)4-2-5/h1-4,11H",67874,c1cc(ccc1C(F)(F)F)O,p-Trifluoromethylphenol,
tangeretin,ULSUXBXHSYSGDT-UHFFFAOYSA-N,"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)14-10-13(21)15-16(23-2)18(24-3)20(26-5)19(25-4)17(15)27-14/h6-10H,1-5H3",68077,COc1ccc(cc1)c1cc(=O)c2c(c(c(c(c2o1)OC)OC)OC)OC,,
"2,4,6-Trihydroxybenzaldehyde",BTQAJGSMXCDDAJ-UHFFFAOYSA-N,"InChI=1S/C7H6O4/c8-3-5-6(10)1-4(9)2-7(5)11/h1-3,9-11H",68099,c1c(cc(c(C=O)c1O)O)O,,
5-Hydroxyflavone,IYBLVRRCNVHZQJ-UHFFFAOYSA-N,"InChI=1S/C15H10O3/c16-11-7-4-8-13-15(11)12(17)9-14(18-13)10-5-2-1-3-6-10/h1-9,16H",68112,c1ccc(cc1)c1cc(=O)c2c(cccc2o1)O,,
7-Methylxanthine,PFWLFWPASULGAN-UHFFFAOYSA-N,"InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)",68374,Cn1cnc2c1c(nc(n2)O)O,,
2'-methoxyacetophenone,DWPLEOPKBWNPQV-UHFFFAOYSA-N,"InChI=1S/C9H10O2/c1-7(10)8-5-3-4-6-9(8)11-2/h3-6H,1-2H3",68481,CC(=O)c1ccccc1OC,,
4'-Fluorobutyrophenone,QHDXPJMOWRLLRV-UHFFFAOYSA-N,"InChI=1S/C10H11FO/c1-2-3-10(12)8-4-6-9(11)7-5-8/h4-7H,2-3H2,1H3",68498,CCCC(=O)c1ccc(cc1)F,,
sertraline,VGKDLMBJGBXTGI-SJCJKPOMSA-N,"InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17-/m0/s1",68617,CN[C@H]1CC[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc12,,
N-Hydroxy-2-naphthalenamine,JGXYZXHJZJYHPW-UHFFFAOYSA-N,"InChI=1S/C10H9NO/c12-11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11-12H",69176,c1ccc2cc(ccc2c1)NO,,
Resorufin,HSSLDCABUXLXKM-UHFFFAOYSA-N,"InChI=1S/C12H7NO3/c14-7-1-3-9-11(5-7)16-12-6-8(15)2-4-10(12)13-9/h1-6,14H",69462,c1cc2c(cc1O)oc1cc(=O)ccc1n2,,
9-anthraldehyde,YMNKUHIVVMFOFO-UHFFFAOYSA-N,InChI=1S/C15H10O/c16-10-15-13-7-3-1-5-11(13)9-12-6-2-4-8-14(12)15/h1-10H,69504,c1ccc2c(c1)cc1ccccc1c2C=O,,
3-Indole carboxylic acid,KMAKOBLIOCQGJP-UHFFFAOYSA-N,"InChI=1S/C9H7NO2/c11-9(12)7-5-10-8-4-2-1-3-6(7)8/h1-5,10H,(H,11,12)",69867,c1ccc2c(c1)c(c[nH]2)C(=O)O,,
1-Benzhydrylpiperazine,NWVNXDKZIQLBNM-UHFFFAOYSA-N,"InChI=1S/C17H20N2/c1-3-7-15(8-4-1)17(16-9-5-2-6-10-16)19-13-11-18-12-14-19/h1-10,17-18H,11-14H2",70048,c1ccc(cc1)C(c1ccccc1)N1CCNCC1,,
Norantipyrine,KZQYIMCESJLPQH-UHFFFAOYSA-N,"InChI=1S/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-7,11H,1H3",70335,Cc1cc(=O)n(c2ccccc2)[nH]1,,
