Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description
133021,licofelone,22500686,Licofelone M4,p-Hydroxylation of monosubstituted benzene / Human Phase I,Human,CYP3A4; CYP2C8; CYP2C19; CYP2D6,BIOTID00665,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
133021,licofelone,154699910,Licofelone M2,Hydroxylation of aromatic carbon ortho to halide group / Human Phase I,Human,CYP2C8; CYP2C9,BIOTID00666,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
5280450,Linoleic acid,6246154,Leukotoxin,"Epoxidation of 1,2-disubstituted alkene / Human Phase I",Human,CYP2C9; CYP2C19,BIOTID01404,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424"
9576167,L-trofosfamide,9554282,l-cyclophosphamide,N-dechloroethylation / Human Phase I,Human,CYP3A4; CYP2B6,BIOTID00656,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhang, J. et al. (2005); Metabolism and transport of oxazaphosphorines and the clinical implications; Drug Metab Rev. 2005;37(4):611-703; PMID:16393888; DOI:10.1080/03602530500364023|May-Manke, A. et al. (1999); Investigation of the major human hepatic cytochrome P450 involved in 4-hydroxylation and N -dechloroethylation of trofosfamide; Cancer Chemother Pharmacol. 1999;44(4):327-34; PMID:10447581; DOI:10.1007/s002800050985"
154699570,Lansoprazole,154699880,Lansoprazole sulfone,S-oxidation of sulfoxide to sulfone / Human Phase I,Human,CYP3A4,BIOTID01402,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3676"
9578005,lansoprazole,10385385,Lansoprazole Sulfone,S-Oxidation / Human Phase I,Human,CYP3A4,BIOTID01390,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12975331
3827,Ketotifen,131769918,Ketotifen N-glucuronide,N-glucuronidation of tertiary aliphatic amine / Human Phase II,Human,UGT1A3,BIOTID01700,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Green MD et al. (1998); Glucuronidation of amines and other xenobiotics catalyzed by expressed human UDP-glucuronosyltransferase 1A3; Drug Metab Dispos.;26(6):507-12; PMID:9616184
3825,Ketoprofen,131281,Ketoprofen glucuronide,O-glucuronidation / Human Phase II,Human,UGT,BIOTID01873,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0010334
24867300,itraconazole,21281914,keto-iteraconazole ,C-Oxidation / Human Phase I,Human,CYP3A4,BIOTID00353,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15242978
10101,ketobemidone,154700036,Ketobemidone sulfate,3-OH sulfonation of phenolic compound / Human Phase II,Human,SULT,BIOTID01709,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
10101,ketobemidone,154699543,Ketobemidone O-glucuronide,Aromatic-OH glucuronidation / Human Phase II,Human,UGT,BIOTID01708,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
5280863,Kaempferol,22846027,Kaempferol-3-glucuronide,O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01852,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
5281666,kaempferide,5280863,Kaempferol,O-aryl demethylation / Human Phase I,Human,CYP1A2 ; CYP2C9,BIOTID00643,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
5281616,galangin,5280863,Kaempferol,p-Hydroxylation of monosubstituted benzene / Human Phase I,Human,CYP1A2 ; CYP2C9,BIOTID00580,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"human cytochrome P450 1A2 by furafylline, ISSX Proceedings, 5th"
446284,eicosapentaenoic acid,5312543,Juniperonic acid,Epoxidation / Human Phase I,Human,CYP2C8;CYP2C9;CYP2C11;CYP2C23,BIOTID00516,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15766564
9797370,JNJ-10198409,18445712,JNJ-10198409 N-glucuronide C,N-glucuronidation of azole / Human Phase II,Human,UGT1A4; UGT1A9,BIOTID01686,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Kaivosaari, S. et al. (2011); N-glucuronidation of drugs and other xenobiotics by human and animal UDP-glucuronosyltransferases.; Xenobiotica. 2011 Aug;41(8):652-69. DOI:10.3109/00498254.2011.563327"
9797370,JNJ-10198409,18445703,JNJ-10198409 N-glucuronide B,N-glucuronidation of azole / Human Phase II,Human,UGT1A9,BIOTID01684,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Kaivosaari, S. et al. (2011); N-glucuronidation of drugs and other xenobiotics by human and animal UDP-glucuronosyltransferases.; Xenobiotica. 2011 Aug;41(8):652-69. DOI:10.3109/00498254.2011.563327"
5273755,eupatilin,5379096,Jaceosidine,O-demethylation / Human Phase I,Human,CYP1A2;CYP2C8;CYP2C9;CYP2C19;CYP2D6;CYP2E1,BIOTID00553,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:17701830
5464461,Jaceidin,21722026,Jaceidin 4'-glucuronide,O-glucuronidation / Human Phase II,Human,UGT,BIOTID01862,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0031656
8405,isoquinoline,290378,isoquinoline N-oxide,N-Oxidation / Human Phase I,Human,CYP3A4; CYP2E1,BIOTID00633,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:14977867
3767,isoniazid,71602,isoniazid N-acetyl,N-acetylation of Hydrazine derivative / Human Phase II,Human,NAT2,BIOTID01652,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,https://www.pharmgkb.org/pathway/PA166151813
5280450,Linoleic acid,5356421,Isoleukotoxin,"Epoxidation of 1,2-disubstituted alkene / Human Phase I",Human,CYP2C9; CYP2C19,BIOTID01405,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424"
62275,meiqx,85785449,IQx-8-COOH,Oxidation of methyl to carboxylic acid / Human Phase I,Human,CYP1A2,BIOTID00694,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Fujita, K. et al. (2002). Down-regulation of 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline (MeIQx)-induced CYP1A2 expression is associated with bovine lactoferrin inhibition of MeIQx-induced liver and colon carcinogenesis in rats. PMID:12079509"
798,indole,50591,Indoxyl,Aliphatic Hydroxylation / Human Phase I,Human,CYP2A6;CYP2C19;CYP2E1,BIOTID00620,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11076521
802,Indole-3-acetic-acid,124202110,Indole-3-acetic-acid-O-glucuronide,O-glucuronidation of aliphatic acid / Human Phase II,Human,UGT,BIOTID01735,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0060001
3696,imipramine,75162816,Imipramine N-glucuronide,N-glucuronidation of tertiary aliphatic amine / Human Phase II,Human,UGT1A3,BIOTID01705,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Green MD et al. (1998); Glucuronidation of amines and other xenobiotics catalyzed by expressed human UDP-glucuronosyltransferase 1A3; Drug Metab Dispos.;26(6):507-12; PMID:9616184
92805,hyocholic acid,154700091,hyocholic acid 6-O-glucuronide,6-OH glucuronidation of sterol / Human Phase II,Human,UGT,BIOTID01627,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Trottier, J. et al (2013); Profiling serum bile acid glucuronides in humans: gender divergences, genetic determinants and response to fenofibrate; Clin Pharmacol Ther. 2013 October ; 94(4): 533-543. doi:10.1038/clpt.2013.122.|http://www.uniprot.org/uniprot/P22309"
92805,hyocholic acid,126843482,hyocholic acid 24-O-glucuronide,Bile acid C24 acyl glucuronidation / Human Phase II,Human,UGT,BIOTID01626,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Trottier, J. et al (2013); Profiling serum bile acid glucuronides in humans: gender divergences, genetic determinants and response to fenofibrate; Clin Pharmacol Ther. 2013 October ; 94(4): 533-543. doi:10.1038/clpt.2013.122.|http://www.uniprot.org/uniprot/P22309"
5283834,"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",14298688,hyocholic acid (HCA),Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4 ,BIOTID00165,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:19130183
10220327,(-)-zileuton,154700148,Hydroxyzileuton,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP1A2; CYP2C9,BIOTID00042,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
71046,4p-Hydroxytriamterene,162951,Hydroxytriamterene sulfate,O-sulfonation / Human Phase II,Human,SULT,BIOTID02027,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
