ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
231771_at,GJB6,gap junction protein beta 6,10804,0.676,0.607,-0.518,-7.0575,-0.0359857
212700_x_at,MIR6080,microRNA 6080///microRNA 4315-1///microRNA 4315-2///pleckstrin homology and RUN domain containing M1 pseudogene 1///pleckstrin homology and RUN domain containing M1,102464831,0.677,0.608,0.517,-7.05781,0.0417448
224479_s_at,MRPL45,mitochondrial ribosomal protein L45,84311,0.677,0.608,-0.517,-7.05797,-0.0988627
235571_at,MIR34A,microRNA 34a,407040,0.677,0.608,0.516,-7.0584,0.047656
232780_s_at,ZNF691,zinc finger protein 691,51058,0.677,0.608,-0.516,-7.05845,-0.0617233
203391_at,FKBP2,FK506 binding protein 2,2286,0.677,0.609,-0.516,-7.05849,-0.0671629
201704_at,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 (putative),955,0.678,0.609,-0.515,-7.05888,-0.0954366
222557_at,STMN3,stathmin 3,50861,0.678,0.609,-0.515,-7.05898,-0.13695
218654_s_at,MRPS33,mitochondrial ribosomal protein S33,51650,0.678,0.61,0.514,-7.05938,0.0896716
229678_at,LINC01137,long intergenic non-protein coding RNA 1137,728431,0.678,0.61,0.514,-7.05956,0.0927935
243762_at,LINC01297,long intergenic non-protein coding RNA 1297,106146148,0.679,0.61,-0.514,-7.05973,-0.0432331
211704_s_at,SPIN2B,spindlin family member 2B///spindlin family member 2A,474343,0.679,0.61,-0.513,-7.05993,-0.0769396
218844_at,ACSF2,acyl-CoA synthetase family member 2,80221,0.679,0.611,0.513,-7.05999,0.182356
225162_at,SH3D19,SH3 domain containing 19,152503,0.68,0.611,-0.512,-7.06061,-0.150547
209760_at,KIAA0922,KIAA0922,23240,0.68,0.612,-0.512,-7.06087,-0.21143
1555894_s_at,MTSS1L,metastasis suppressor 1 like,92154,0.68,0.612,-0.512,-7.0609,-0.052509
202000_at,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,4700,0.68,0.612,0.511,-7.061,0.123757
226080_at,SSH2,slingshot protein phosphatase 2,85464,0.68,0.612,-0.511,-7.06115,-0.0895724
222939_s_at,SLC16A10,solute carrier family 16 member 10,117247,0.681,0.613,0.51,-7.06172,0.0520477
212931_at,TCF20,transcription factor 20,6942,0.681,0.613,-0.51,-7.06179,-0.0631993
229043_at,PAPD5,"poly(A) RNA polymerase D5, non-canonical",64282,0.682,0.614,-0.509,-7.06241,-0.111923
219396_s_at,MIR631,microRNA 631///nei like DNA glycosylase 1,693216,0.682,0.614,-0.508,-7.0628,-0.141437
1560156_at,LOC101928054,uncharacterized LOC101928054,101928054,0.682,0.614,-0.508,-7.06285,-0.0558001
230835_at,KRTDAP,keratinocyte differentiation associated protein,388533,0.684,0.616,-0.505,-7.0641,-0.025765
215218_s_at,WDR62,WD repeat domain 62,284403,0.684,0.616,-0.505,-7.0642,-0.082494
223482_at,TMEM120A,transmembrane protein 120A,83862,0.684,0.616,-0.505,-7.06439,-0.138292
227030_at,IKZF3,IKAROS family zinc finger 3,22806,0.686,0.618,0.503,-7.06553,0.165902
220653_at,ZIM2,zinc finger imprinted 2///paternally expressed 3,23619,0.686,0.618,-0.502,-7.06574,-0.0536521
203562_at,FEZ1,fasciculation and elongation protein zeta 1,9638,0.686,0.618,0.502,-7.06583,0.124333
1559258_a_at,CT83,cancer/testis antigen 83,203413,0.687,0.619,-0.501,-7.06621,-0.0294152
229090_at,ZEB1-AS1,ZEB1 antisense RNA 1,220930,0.687,0.62,-0.5,-7.06695,-0.0587834
233746_x_at,SERF2-C15ORF63,SERF2-C15orf63 readthrough///microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2,100529067,0.687,0.62,-0.5,-7.06695,-0.0702617
205298_s_at,BTN2A2,butyrophilin subfamily 2 member A2,10385,0.687,0.62,0.5,-7.067,0.102
222203_s_at,NT5C1B-RDH14,NT5C1B-RDH14 readthrough///retinol dehydrogenase 14 (all-trans/9-cis/11-cis),100526794,0.688,0.62,0.5,-7.06706,0.0487103
219103_at,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",55616,0.688,0.621,-0.499,-7.06739,-0.10391
219297_at,WDR44,WD repeat domain 44,54521,0.688,0.621,0.499,-7.06756,0.0520373
207244_x_at,CYP2A6,cytochrome P450 family 2 subfamily A member 6,1548,0.689,0.621,-0.498,-7.0679,-0.185375
238214_at,LRRC69,leucine rich repeat containing 69,100130742,0.689,0.622,-0.497,-7.06831,-0.0978255
1566968_at,SPRY4-IT1,SPRY4 intronic transcript 1,100642175,0.689,0.622,-0.497,-7.06833,-0.202884
226378_s_at,C19orf25,chromosome 19 open reading frame 25,148223,0.689,0.622,-0.497,-7.06842,-0.0892878
203633_at,CPT1A,carnitine palmitoyltransferase 1A,1374,0.689,0.622,-0.497,-7.06848,-0.0816138
219718_at,FGGY,FGGY carbohydrate kinase domain containing,55277,0.689,0.622,-0.496,-7.06861,-0.131615
224671_at,MRPL10,mitochondrial ribosomal protein L10,124995,0.689,0.622,0.496,-7.0687,0.0745225
204104_at,SNAPC2,small nuclear RNA activating complex polypeptide 2,6618,0.69,0.623,0.496,-7.06903,0.0711349
200000_s_at,PRPF8,pre-mRNA processing factor 8,10594,0.692,0.625,-0.493,-7.07038,-0.0807088
204834_at,FGL2,fibrinogen like 2,10875,0.692,0.625,-0.492,-7.07091,-0.188972
238029_s_at,SLC16A14,solute carrier family 16 member 14,151473,0.692,0.626,0.492,-7.07101,0.273838
223628_at,TMEM191A,transmembrane protein 191A (pseudogene),84222,0.693,0.626,-0.491,-7.07152,-0.0631411
225469_at,LYRM5,LYR motif containing 5,144363,0.693,0.626,-0.49,-7.07161,-0.0645312
202248_at,E2F4,E2F transcription factor 4,1874,0.693,0.627,0.49,-7.07174,0.0388192
204558_at,RAD54L,RAD54-like (S. cerevisiae),8438,0.694,0.627,0.489,-7.07219,0.0473331
226845_s_at,COPS9,COP9 signalosome subunit 9,150678,0.695,0.628,-0.488,-7.07267,-0.0735824
1557166_at,PDCD4,programmed cell death 4 (neoplastic transformation inhibitor),27250,0.695,0.629,0.487,-7.07317,0.175432
205740_s_at,RBM42,RNA binding motif protein 42,79171,0.695,0.629,-0.487,-7.07329,-0.0688513
206682_at,CLEC10A,C-type lectin domain family 10 member A,10462,0.696,0.63,-0.486,-7.07375,-0.176282
226530_at,BMF,Bcl2 modifying factor,90427,0.696,0.63,0.486,-7.0738,0.055574
235599_at,LINC01139,long intergenic non-protein coding RNA 1139,339535,0.696,0.63,-0.486,-7.07384,-0.103794
227828_s_at,EVA1A,"eva-1 homolog A, regulator of programmed cell death",84141,0.696,0.63,0.486,-7.07394,0.0809334
218824_at,PNMAL1,paraneoplastic Ma antigen family like 1,55228,0.696,0.63,-0.486,-7.07403,-0.239195
205936_s_at,HK3,hexokinase 3,3101,0.696,0.63,0.485,-7.07429,0.0470563
231291_at,GIPR,gastric inhibitory polypeptide receptor,2696,0.697,0.631,0.484,-7.07456,0.0985236
219968_at,ZNF589,zinc finger protein 589,51385,0.698,0.632,-0.483,-7.07549,-0.0720123
229740_at,SMIM5,small integral membrane protein 5,643008,0.698,0.633,0.482,-7.07591,0.0672813
223939_at,SUCNR1,succinate receptor 1,56670,0.699,0.633,0.482,-7.07596,0.0914758
202295_s_at,CTSH,cathepsin H,1512,0.699,0.633,-0.481,-7.07632,-0.0986229
201434_at,TTC1,tetratricopeptide repeat domain 1,7265,0.699,0.633,-0.481,-7.07641,-0.0482182
232504_at,MIR146A,microRNA 146a,406938,0.7,0.634,0.48,-7.0768,0.0649249
244692_at,CYP4F22,cytochrome P450 family 4 subfamily F member 22,126410,0.7,0.634,0.48,-7.07683,0.34959
207375_s_at,IL15RA,interleukin 15 receptor subunit alpha,3601,0.7,0.634,-0.479,-7.07704,-0.128448
227716_at,UBXN11,UBX domain protein 11,91544,0.7,0.634,0.479,-7.07712,0.137585
1552578_a_at,MYO3B,myosin IIIB,140469,0.7,0.635,0.479,-7.0773,0.162546
203005_at,LTBR,lymphotoxin beta receptor,4055,0.7,0.635,0.479,-7.07737,0.0610227
205207_at,IL6,interleukin 6,3569,0.7,0.635,-0.478,-7.07752,-0.153818
235965_at,BHLHA15,basic helix-loop-helix family member a15,168620,0.701,0.635,0.478,-7.07769,0.132778
223640_at,HCST,hematopoietic cell signal transducer,10870,0.701,0.635,0.478,-7.07772,0.10298
218334_at,THOC7,THO complex 7,80145,0.701,0.636,0.477,-7.07804,0.0529284
209561_at,THBS3,thrombospondin 3,7059,0.701,0.636,0.477,-7.0781,0.0837458
205199_at,CA9,carbonic anhydrase 9,768,0.701,0.636,-0.477,-7.07816,-0.0361588
219987_at,ERVMER34-1,endogenous retrovirus group MER34 member 1,100288413,0.702,0.636,-0.476,-7.07849,-0.0470206
223173_at,SPNS1,sphingolipid transporter 1 (putative),83985,0.702,0.636,-0.476,-7.07855,-0.0908809
228705_at,CAPN12,calpain 12,147968,0.702,0.637,-0.476,-7.07877,-0.0817936
204886_at,PLK4,polo like kinase 4,10733,0.702,0.637,-0.476,-7.07889,-0.0373633
219445_at,GLTSCR1,glioma tumor suppressor candidate region gene 1,29998,0.703,0.637,0.475,-7.0792,0.0452816
219050_s_at,ZNHIT2,zinc finger HIT-type containing 2,741,0.703,0.638,0.474,-7.07954,0.039897
203619_s_at,FAIM2,Fas apoptotic inhibitory molecule 2,23017,0.703,0.638,0.474,-7.07958,0.083507
1570135_at,ZNF230,zinc finger protein 230,7773,0.703,0.638,-0.474,-7.0796,-0.0270292
214203_s_at,LOC102724788,"proline dehydrogenase 1, mitochondrial///proline dehydrogenase 1",102724788,0.703,0.639,0.473,-7.07996,0.259617
238825_at,ACRC,acidic repeat containing,93953,0.704,0.639,0.473,-7.08034,0.0986217
209197_at,SYT11,synaptotagmin 11,23208,0.704,0.639,0.472,-7.0804,0.0916534
219736_at,TRIM36,tripartite motif containing 36,55521,0.704,0.64,0.472,-7.08072,0.227888
209323_at,THAP12,THAP domain containing 12,5612,0.704,0.64,0.472,-7.0808,0.0795946
232099_at,PCDHB16,protocadherin beta 16,57717,0.705,0.64,0.471,-7.08118,0.243336
200826_at,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide,6633,0.705,0.641,-0.47,-7.08134,-0.0475066
216191_s_at,TRDV3,T cell receptor delta variable 3,28516,0.705,0.641,-0.47,-7.08153,-0.173239
223809_at,RGS18,regulator of G-protein signaling 18,64407,0.706,0.641,0.47,-7.08159,0.0930608
200790_at,ODC1,ornithine decarboxylase 1,4953,0.706,0.641,-0.47,-7.0816,-0.122695
237654_at,PPP1R36,protein phosphatase 1 regulatory subunit 36,145376,0.706,0.641,0.469,-7.0818,0.157283
235215_at,ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",2072,0.706,0.642,-0.469,-7.08219,-0.105276
243092_at,PAN3-AS1,PAN3 antisense RNA 1,100288730,0.706,0.642,0.469,-7.08224,0.0791295
221904_at,FAM131A,family with sequence similarity 131 member A,131408,0.707,0.642,-0.468,-7.08243,-0.0752997
209495_at,CEP250,centrosomal protein 250,11190,0.707,0.642,0.468,-7.08248,0.0529274
207618_s_at,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",617,0.707,0.642,-0.468,-7.08251,-0.068569
228184_at,DISP1,dispatched RND transporter family member 1,84976,0.708,0.643,-0.467,-7.08308,-0.102638
206263_at,FMO4,flavin containing monooxygenase 4,2329,0.708,0.643,0.466,-7.08329,0.0945482
209595_at,GTF2F2,general transcription factor IIF subunit 2,2963,0.709,0.644,-0.465,-7.08396,-0.0496099
225437_s_at,BRAT1,BRCA1 associated ATM activator 1,221927,0.709,0.645,-0.465,-7.08412,-0.0651537
206512_at,ZRSR1,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 1///signal recognition particle 19",7310,0.709,0.645,-0.464,-7.0842,-0.0933732
225014_at,SMIM20,small integral membrane protein 20,389203,0.709,0.645,0.464,-7.08426,0.101603
40472_at,LPCAT4,lysophosphatidylcholine acyltransferase 4,254531,0.71,0.646,-0.463,-7.08469,-0.109025
213540_at,HSD17B8,hydroxysteroid 17-beta dehydrogenase 8,7923,0.711,0.647,-0.462,-7.08535,-0.104706
226796_at,ABHD15,abhydrolase domain containing 15,116236,0.711,0.647,0.462,-7.08545,0.0934507
221484_at,B4GALT5,"beta-1,4-galactosyltransferase 5",9334,0.711,0.647,0.461,-7.0856,0.196349
205364_at,ACOX2,acyl-CoA oxidase 2,8309,0.711,0.647,0.461,-7.08588,0.287097
203135_at,TBP,TATA-box binding protein,6908,0.712,0.648,0.46,-7.08646,0.0538816
222052_at,C19orf54,chromosome 19 open reading frame 54,284325,0.712,0.648,-0.459,-7.0866,-0.0994488
219101_x_at,ABHD8,abhydrolase domain containing 8,79575,0.712,0.649,0.459,-7.08664,0.0457847
202929_s_at,DDTL,D-dopachrome tautomerase-like///D-dopachrome tautomerase,100037417,0.713,0.649,-0.458,-7.08725,-0.101369
242282_at,ZFPM1,"zinc finger protein, FOG family member 1",161882,0.714,0.65,-0.457,-7.08787,-0.0513153
214084_x_at,NCF1,neutrophil cytosolic factor 1,653361,0.714,0.65,0.456,-7.08789,0.0736287
1558686_at,MPV17L,MPV17 mitochondrial inner membrane protein like,255027,0.714,0.651,0.456,-7.08803,0.178513
225212_at,SLC25A25,solute carrier family 25 member 25,114789,0.714,0.651,-0.456,-7.08809,-0.089184
203694_s_at,DHX16,DEAH-box helicase 16,8449,0.714,0.651,0.456,-7.08811,0.0540698
225889_at,AEBP2,AE binding protein 2,121536,0.714,0.651,-0.456,-7.08817,-0.0540452
218232_at,C1QA,complement C1q A chain,712,0.715,0.651,0.455,-7.08852,0.169853
214429_at,MTMR6,myotubularin related protein 6,9107,0.715,0.652,0.455,-7.0886,0.0502146
213240_s_at,KRT4,keratin 4,3851,0.717,0.655,-0.451,-7.09051,-0.0355863
226787_at,ZNF18,zinc finger protein 18,7566,0.717,0.655,0.451,-7.09051,0.104834
235320_at,ARL6,ADP ribosylation factor like GTPase 6,84100,0.718,0.655,0.45,-7.09094,0.12587
219218_at,BAHCC1,BAH domain and coiled-coil containing 1,57597,0.718,0.655,-0.45,-7.09105,-0.1017
230593_at,GRIK3,glutamate ionotropic receptor kainate type subunit 3,2899,0.718,0.656,-0.449,-7.09113,-0.189236
236398_s_at,LOC101927851,uncharacterized LOC101927851,101927851,0.718,0.656,0.449,-7.09115,0.0409854
219373_at,DPM3,dolichyl-phosphate mannosyltransferase subunit 3,54344,0.72,0.657,-0.447,-7.09219,-0.0801152
213217_at,ADCY2,adenylate cyclase 2,108,0.72,0.657,0.447,-7.09234,0.203865
211674_x_at,CTAG1A,cancer/testis antigen 1A///cancer/testis antigen 1B,246100,0.721,0.658,0.445,-7.09299,0.097695
213499_at,CLCN2,chloride voltage-gated channel 2,1181,0.721,0.659,-0.445,-7.09323,-0.0486741
207861_at,CCL22,C-C motif chemokine ligand 22,6367,0.721,0.659,-0.445,-7.09329,-0.101172
213539_at,CD3D,CD3d molecule,915,0.722,0.659,-0.444,-7.09343,-0.168697
213826_s_at,H3F3A,"H3 histone, family 3A",3020,0.722,0.659,0.444,-7.09353,0.0615567
231772_x_at,CENPH,centromere protein H,64946,0.722,0.66,-0.444,-7.09382,-0.0590324
203826_s_at,PITPNM1,phosphatidylinositol transfer protein membrane associated 1,9600,0.722,0.66,0.443,-7.09396,0.0856395
220577_at,GVINP1,"GTPase, very large interferon inducible pseudogene 1",387751,0.723,0.66,-0.443,-7.09417,-0.097592
207513_s_at,ZNF189,zinc finger protein 189,7743,0.723,0.661,-0.442,-7.09469,-0.0377852
225592_at,NRM,nurim (nuclear envelope membrane protein),11270,0.725,0.662,-0.44,-7.09543,-0.0836002
202145_at,LY6E,"lymphocyte antigen 6 complex, locus E",4061,0.726,0.664,-0.437,-7.09673,-0.173539
210115_at,RPL39L,ribosomal protein L39 like,116832,0.726,0.664,0.437,-7.09675,0.0921506
228324_at,CARNMT1,carnosine N-methyltransferase 1,138199,0.727,0.665,0.436,-7.09721,0.0450727
228676_at,ORAOV1,oral cancer overexpressed 1,220064,0.728,0.666,-0.435,-7.09757,-0.0731266
221746_at,UBL4A,ubiquitin like 4A,8266,0.728,0.666,-0.434,-7.09784,-0.0534664
215947_s_at,LOC100287852,protein FAM136A pseudogene///family with sequence similarity 136 member A,100287852,0.728,0.666,-0.434,-7.09798,-0.0555888
218963_s_at,KRT23,keratin 23,25984,0.728,0.667,-0.434,-7.09812,-0.331203
228711_at,LOC101929740,zinc finger protein 761-like///zinc finger protein 37A,101929740,0.729,0.667,0.433,-7.09827,0.0662844
230151_at,SPRYD7,SPRY domain containing 7,57213,0.729,0.667,0.433,-7.09841,0.0506302
201506_at,TGFBI,transforming growth factor beta induced,7045,0.729,0.667,0.433,-7.09851,0.123231
219812_at,PVRIG,poliovirus receptor related immunoglobulin domain containing,79037,0.729,0.668,0.432,-7.09879,0.135489
244411_at,MINCR,MYC-induced long noncoding RNA,100507316,0.73,0.668,-0.432,-7.0989,-0.0982948
206090_s_at,TSNAX-DISC1,TSNAX-DISC1 readthrough (NMD candidate)///disrupted in schizophrenia 1,100303453,0.73,0.668,0.432,-7.09895,0.05514
208645_s_at,RPS14,ribosomal protein S14,6208,0.73,0.668,0.432,-7.09912,0.0322765
219055_at,SRBD1,S1 RNA binding domain 1,55133,0.73,0.669,0.431,-7.0995,0.0778925
223595_at,TMEM133,transmembrane protein 133,83935,0.731,0.669,-0.43,-7.09966,-0.11946
1569369_at,ZFYVE28,zinc finger FYVE-type containing 28,57732,0.731,0.669,-0.43,-7.09969,-0.0453545
57715_at,CALHM2,calcium homeostasis modulator 2,51063,0.731,0.669,-0.43,-7.09976,-0.0873368
205526_s_at,KATNA1,katanin catalytic subunit A1,11104,0.731,0.67,0.43,-7.09996,0.0557536
209453_at,SLC9A1,solute carrier family 9 member A1,6548,0.731,0.67,0.43,-7.10001,0.0613211
231192_at,LPAR3,lysophosphatidic acid receptor 3,23566,0.731,0.67,0.429,-7.10013,0.196855
211080_s_at,NEK2,NIMA related kinase 2,4751,0.732,0.671,-0.428,-7.10051,-0.054945
236302_at,PPM1E,"protein phosphatase, Mg2+/Mn2+ dependent 1E",22843,0.733,0.672,-0.426,-7.1014,-0.0242681
228438_at,MSC-AS1,MSC antisense RNA 1,100132891,0.733,0.672,0.426,-7.10143,0.122178
208690_s_at,PDLIM1,PDZ and LIM domain 1,9124,0.733,0.672,-0.426,-7.10147,-0.149531
227655_at,SNHG18,small nucleolar RNA host gene 18,100505806,0.733,0.672,0.426,-7.10148,0.0698399
219692_at,KREMEN2,kringle containing transmembrane protein 2,79412,0.733,0.673,0.426,-7.10173,0.0669375
212450_at,SECISBP2L,SECIS binding protein 2 like,9728,0.734,0.673,0.425,-7.10191,0.083448
222801_s_at,STAG3L4,stromal antigen 3-like 4 (pseudogene),64940,0.734,0.673,0.425,-7.10202,0.102778
224906_at,ANO6,anoctamin 6,196527,0.734,0.673,-0.425,-7.10205,-0.0778352
208107_s_at,LOC81691,exonuclease NEF-sp,81691,0.734,0.674,0.424,-7.10225,0.141469
232586_x_at,LOC100133315,"transient receptor potential cation channel, subfamily C, member 2-like",100133315,0.734,0.674,-0.424,-7.10235,-0.106053
225657_at,NCBP2-AS2,NCBP2 antisense RNA 2 (head to head),152217,0.734,0.674,0.424,-7.10239,0.0636861
229686_at,P2RY8,purinergic receptor P2Y8,286530,0.735,0.674,0.423,-7.1027,0.110989
1569344_a_at,LOC105375172,uncharacterized LOC105375172,105375172,0.735,0.675,-0.423,-7.10286,-0.168024
227301_at,CCT6P1,chaperonin containing TCP1 subunit 6 pseudogene 1///chaperonin containing TCP1 subunit 6 pseudogene 3,643253,0.735,0.675,0.422,-7.1031,0.059905
218281_at,MRPL48,mitochondrial ribosomal protein L48,51642,0.735,0.675,0.422,-7.10313,0.0806235
213716_s_at,SECTM1,secreted and transmembrane 1,6398,0.735,0.675,-0.422,-7.10314,-0.157183
