MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Keratitis	Deafness	0.826422
Keratitis	Keratoderma, Palmoplantar	0.760588
Keratitis	Waardenburg's Syndrome	0.874331
Cryptorchidism	Macrocephaly	0.702452
Cryptorchidism	Chromosome Disorders	0.733076
Cryptorchidism	Craniofacial Dysostosis	0.761625
Cryptorchidism	Amino Acid Metabolism, Inborn Errors	0.715513
Cryptorchidism	Klinefelter Syndrome	0.73168
Cryptorchidism	Congenital Abnormalities	0.718185
Cryptorchidism	Chromosome Aberrations	0.749472
Cryptorchidism	Polydactyly	0.710106
Cryptorchidism	Xeroderma Pigmentosum	0.702473
Cryptorchidism	Chromosome Breakage	0.715807
Cryptorchidism	Gonadal Dysgenesis, 46,XY	0.747532
Atherosclerosis	Hyperlipidemias	0.783807
Atherosclerosis	Obesity	0.739942
Atherosclerosis	Metabolic Diseases	0.736681
Atherosclerosis	Hypercholesterolemia	0.748447
Atherosclerosis	Glucose Intolerance	0.764729
Atherosclerosis	Hyperlipoproteinemias	0.773073
Atherosclerosis	Hyperglycemia	0.820345
Atherosclerosis	Hypertension	0.707841
Atherosclerosis	Metabolic Syndrome X	0.784798
Atherosclerosis	Endometrial Neoplasms	0.715799
Atherosclerosis	Diabetes Mellitus, Type 2	0.742626
Atherosclerosis	Hyperuricemia	0.72389
Atherosclerosis	Diabetes Mellitus	0.80254
Atherosclerosis	Hyperinsulinism	0.759736
Atherosclerosis	Venous Thromboembolism	0.848101
Atherosclerosis	Insulin Resistance	0.755176
Atherosclerosis	Hypertriglyceridemia	0.769172
Atherosclerosis	Hyperlipidemia, Familial Combined	0.73783
Atherosclerosis	Hypoalphalipoproteinemias	0.725311
Atherosclerosis	Dyslipidemias	0.800951
Renal Insufficiency	Hypertension, Pregnancy-Induced	0.75936
Renal Insufficiency	Nephrosis	0.854325
Renal Insufficiency	Lecithin Acyltransferase Deficiency	0.761979
Renal Insufficiency	Immune Complex Diseases	0.718978
Renal Insufficiency	Oculocerebrorenal Syndrome	0.737717
Renal Insufficiency	Diabetic Angiopathies	0.735797
Retinal Diseases	Retinal Vein Occlusion	0.725867
Retinal Diseases	Retinal Dystrophies	0.872163
Retinal Diseases	Myopia, Degenerative	0.746492
Retinal Diseases	Retinal Degeneration	0.709675
Retinal Diseases	Optic Disk Drusen	0.852917
Retinal Diseases	Glaucoma, Open-Angle	0.787811
Retinal Diseases	Choroidal Neovascularization	0.757274
Retinal Diseases	Choroideremia	0.774363
Choroidal Neovascularization	Retinal Vein Occlusion	0.838415
Choroidal Neovascularization	Retinal Drusen	0.755198
Choroidal Neovascularization	Optic Atrophy, Hereditary, Leber	0.807197
Parathyroid Neoplasms	Hyperparathyroidism	0.832396
Parathyroid Neoplasms	Rickets	0.719052
Hypoprothrombinemias	Factor VII Deficiency	0.737647
Substance Withdrawal Syndrome	Neurotoxicity Syndromes	0.769766
Sebaceous Gland Neoplasms	Coloboma	0.708348
Sebaceous Gland Neoplasms	Nails, Malformed	0.74806
Sebaceous Gland Neoplasms	Rubinstein-Taybi Syndrome	0.719366
Sebaceous Gland Neoplasms	Orofaciodigital Syndromes	0.750761
Sebaceous Gland Neoplasms	Hypertelorism	0.734084
Sebaceous Gland Neoplasms	Syndactyly	0.7769
Sebaceous Gland Neoplasms	Craniosynostoses	0.778799
Sebaceous Gland Neoplasms	Polydactyly	0.786672
Sebaceous Gland Neoplasms	Xeroderma Pigmentosum	0.814474
Sebaceous Gland Neoplasms	Hand Deformities, Congenital	0.755196
Sebaceous Gland Neoplasms	Stereotypic Movement Disorder	0.730966
Sebaceous Gland Neoplasms	Chromosome Breakage	0.84063
Sebaceous Gland Neoplasms	Cri-du-Chat Syndrome	0.740886
Sebaceous Gland Neoplasms	Wolf-Hirschhorn Syndrome	0.881806
Anemia, Hemolytic, Autoimmune	Leukemia, Lymphocytic, Chronic, B-Cell	0.785507
Anemia, Hemolytic, Autoimmune	Autoimmune Lymphoproliferative Syndrome	0.905414
Anemia, Hemolytic, Autoimmune	Thrombocytopenia	0.8693
Respiratory Distress Syndrome, Newborn	Congenital Abnormalities	0.705652
Respiratory Distress Syndrome, Newborn	Abortion, Spontaneous	0.798191
Respiratory Distress Syndrome, Newborn	Fetal Growth Retardation	0.88964
Respiratory Distress Syndrome, Newborn	Hernia, Umbilical	0.761592
Pulmonary Valve Stenosis	Ductus Arteriosus, Patent	0.796083
Li-Fraumeni Syndrome	Bloom Syndrome	0.711079
Li-Fraumeni Syndrome	Werner Syndrome	0.758476
Li-Fraumeni Syndrome	Progeria	0.764606
Familial Mediterranean Fever	Immunologic Deficiency Syndromes	0.749282
Familial Mediterranean Fever	Pyoderma Gangrenosum	0.722448
Ventricular Fibrillation	Arrhythmogenic Right Ventricular Dysplasia	0.838166
Ventricular Fibrillation	Romano-Ward Syndrome	0.712735
Ventricular Fibrillation	Death, Sudden, Cardiac	0.896588
Seizures	Classical Lissencephalies and Subcortical Band Heterotopias	0.924068
Seizures	Hyperlysinemias	0.705106
Seizures	Incontinentia Pigmenti	0.916078
Seizures	Epilepsy, Benign Neonatal	0.729773
Seizures	Seizures, Febrile	0.933501
Seizures	Malformations of Cortical Development	0.80826
Colitis	Colitis, Ulcerative	0.743951
Colitis	Intestinal Neoplasms	0.775282
Colitis	Colonic Polyps	0.741963
Colitis	Rectal Neoplasms	0.832419
Colitis	Crohn Disease	0.858269
Colitis	Celiac Disease	0.918447
Colitis	Colorectal Neoplasms	0.797461
Colitis	Graft vs Host Disease	0.733025
Rectal Neoplasms	Vipoma	0.813169
Rectal Neoplasms	Uterine Cervical Neoplasms	0.732606
Rectal Neoplasms	Exocrine Pancreatic Insufficiency	0.762177
Rectal Neoplasms	Mucositis	0.820845
Rectal Neoplasms	Gram-Negative Bacterial Infections	0.762232
Rectal Neoplasms	Carcinoma, Medullary	0.700472
Rectal Neoplasms	Colonic Polyps	0.736197
Rectal Neoplasms	Gastrinoma	0.831916
Rectal Neoplasms	AIDS-Related Opportunistic Infections	0.805436
Rectal Neoplasms	Entamoebiasis	0.755492
Rectal Neoplasms	Intestinal Diseases	0.7374
Rectal Neoplasms	Inflammatory Bowel Diseases	0.829441
Rectal Neoplasms	Crohn Disease	0.766601
Rectal Neoplasms	Celiac Disease	0.787661
Leishmaniasis, Cutaneous	Sciatic Neuropathy	0.912481
Leishmaniasis, Cutaneous	Arthritis, Experimental	0.818009
Leishmaniasis, Cutaneous	Hyperalgesia	0.92933
Pulmonary Fibrosis	Pulmonary Veno-Occlusive Disease	0.719345
Pulmonary Fibrosis	Pleural Diseases	0.770055
Pulmonary Fibrosis	Lymphangioleiomyomatosis	0.814732
Lupus Erythematosus, Systemic	Immune Complex Diseases	0.742974
Lupus Erythematosus, Systemic	Glomerulonephritis, Membranoproliferative	0.71011
Lupus Erythematosus, Systemic	Lupus Nephritis	0.723423
Ophthalmoplegia	Duane Retraction Syndrome	0.952907
Ophthalmoplegia	ACTH-Secreting Pituitary Adenoma	0.741056
Multiple Myeloma	Immunologic Deficiency Syndromes	0.745083
Multiple Myeloma	Blood Protein Disorders	0.843263
Multiple Myeloma	Lymphoproliferative Disorders	0.767615
Multiple Myeloma	Job's Syndrome	0.741026
Multiple Myeloma	Familial Mediterranean Fever	0.741937
Multiple Myeloma	Dysgammaglobulinemia	0.742535
Multiple Myeloma	Amyloidosis	0.787666
Multiple Myeloma	Lymphopenia	0.7383
Multiple Myeloma	Hypergammaglobulinemia	0.747223
Glomerulonephritis	Hypertension, Pregnancy-Induced	0.761813
Glomerulonephritis	Kidney Failure, Chronic	0.85458
Glomerulonephritis	Nephrotic Syndrome	0.98505
Glomerulonephritis	Nephrosis	0.972429
Glomerulonephritis	Denys-Drash Syndrome	0.941078
Glomerulonephritis	Anemia, Megaloblastic	0.728425
Glomerulonephritis	Lecithin Acyltransferase Deficiency	0.975109
Glomerulonephritis	Immune Complex Diseases	0.959973
Glomerulonephritis	Glomerulonephritis, Membranoproliferative	0.992972
Glomerulonephritis	Nephritis, Interstitial	0.960564
Glomerulonephritis	Anemia, Macrocytic	0.819261
Glomerulonephritis	Proteinuria	0.979704
Glomerulonephritis	Frasier Syndrome	0.700873
Glomerulonephritis	Glomerulosclerosis, Focal Segmental	0.980296
Glomerulonephritis	Pre-Eclampsia	0.703404
Glomerulonephritis	Renal Insufficiency	0.783269
Glomerulonephritis	Lupus Erythematosus, Systemic	0.707779
Glomerulonephritis	Polycystic Kidney Diseases	0.713187
Glomerulonephritis	Amyloidosis	0.796093
Glomerulonephritis	Glomerulonephritis, IGA	0.941909
Glomerulonephritis	Lupus Nephritis	0.983708
Glomerulonephritis	Hematuria	0.948578
Neurofibromatosis 1	Cafe-au-Lait Spots	0.878898
Neurofibromatosis 1	Fibrous Dysplasia, Polyostotic	0.90744
Neurofibromatosis 1	Colorectal Neoplasms, Hereditary Nonpolyposis	0.889801
Eye Abnormalities	Coloboma	0.723127
Eye Abnormalities	Eye Diseases, Hereditary	0.703124
Eye Abnormalities	Ectopia Lentis	0.708464
Pruritus	Keratosis	0.836664
Migraine Disorders	Sinus Thrombosis, Intracranial	0.764939
Migraine Disorders	Headache	0.76139
Migraine Disorders	Intracranial Aneurysm	0.73795
Dysgammaglobulinemia	Immunologic Deficiency Syndromes	0.963102
Urinary Incontinence	Spina Bifida Cystica	0.721215
Urinary Incontinence	Female Urogenital Diseases	0.84731
Urinary Incontinence	Prostatic Intraepithelial Neoplasia	0.889435
Inflammatory Bowel Diseases	Intestinal Polyps	0.770683
Inflammatory Bowel Diseases	Vipoma	0.842759
Inflammatory Bowel Diseases	Carcinoma, Medullary	0.74325
Inflammatory Bowel Diseases	Colonic Polyps	0.810404
Inflammatory Bowel Diseases	Gastrinoma	0.860118
Inflammatory Bowel Diseases	Celiac Disease	0.895477
Inflammatory Bowel Diseases	Graft vs Host Disease	0.73522
Myositis, Inclusion Body	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	0.805718
Parkinson Disease, Secondary	Dyskinesia, Drug-Induced	0.715028
Acrocephalosyndactylia	Tooth Abnormalities	0.800933
Acrocephalosyndactylia	Macrocephaly	0.728738
Acrocephalosyndactylia	Chromosome Disorders	0.749013
Acrocephalosyndactylia	Craniofacial Dysostosis	0.85264
Acrocephalosyndactylia	Dwarfism	0.756787
Acrocephalosyndactylia	Orofaciodigital Syndromes	0.817132
Acrocephalosyndactylia	Amino Acid Metabolism, Inborn Errors	0.739929
Acrocephalosyndactylia	Fibromatosis, Gingival	0.733927
Acrocephalosyndactylia	Klinefelter Syndrome	0.710184
Acrocephalosyndactylia	Hypertelorism	0.746578
Acrocephalosyndactylia	Synostosis	0.77628
Acrocephalosyndactylia	Syndactyly	0.823166
Acrocephalosyndactylia	Craniosynostoses	0.804065
Acrocephalosyndactylia	Polydactyly	0.702273
Acrocephalosyndactylia	Xeroderma Pigmentosum	0.740054
Acrocephalosyndactylia	Hand Deformities, Congenital	0.804068
Acrocephalosyndactylia	Ectodermal Dysplasia	0.735373
Acrocephalosyndactylia	Chromosome Breakage	0.768059
Acrocephalosyndactylia	Exostoses, Multiple Hereditary	0.752823
Acrocephalosyndactylia	Foot Deformities, Congenital	0.736096
Carcinoma, Pancreatic Ductal	Bile Duct Neoplasms	0.758887
Carcinoma, Pancreatic Ductal	Cholangiocarcinoma	0.796482
Urologic Diseases	Spina Bifida Cystica	0.824023
Urologic Diseases	Female Urogenital Diseases	0.750595
Urologic Diseases	Urinary Incontinence	0.700424
Heart Septal Defects, Ventricular	Heart Septal Defects	0.890063
Graves Disease	Exophthalmos	0.769568
Brugada Syndrome	Long QT Syndrome	0.923816
Brugada Syndrome	Arrhythmogenic Right Ventricular Dysplasia	0.894273
Brugada Syndrome	Torsades de Pointes	0.87753
Brugada Syndrome	Romano-Ward Syndrome	0.760586
Brugada Syndrome	Heart Block	0.900443
Brugada Syndrome	Death, Sudden, Cardiac	0.85998
Brugada Syndrome	Tachycardia, Ventricular	0.919221
Brugada Syndrome	Ventricular Fibrillation	0.851739
Pierre Robin Syndrome	Nails, Malformed	0.743579
Pierre Robin Syndrome	Orofaciodigital Syndromes	0.804234
Pierre Robin Syndrome	Hypertelorism	0.785768
Pierre Robin Syndrome	Syndactyly	0.776739
Pierre Robin Syndrome	Hand Deformities, Congenital	0.814526
Pierre Robin Syndrome	Chromosome Breakage	0.71981
Pierre Robin Syndrome	Foot Deformities, Congenital	0.756171
Spinal Diseases	Intervertebral Disk Displacement	0.761986
Spinal Diseases	Spondylitis, Ankylosing	0.896713
Ophthalmoplegia, Chronic Progressive External	Mitochondrial Diseases	0.837075
Ophthalmoplegia, Chronic Progressive External	Mitochondrial Myopathies	0.948561
Ophthalmoplegia, Chronic Progressive External	Mitochondrial Encephalomyopathies	0.946373
Insulin Resistance	Hyperlipidemias	0.93064
Insulin Resistance	Obesity	0.98831
Insulin Resistance	Metabolic Diseases	0.953963
Insulin Resistance	Hypercholesterolemia	0.78142
Insulin Resistance	Glucose Intolerance	0.949921
Insulin Resistance	Hyperlipoproteinemias	0.918081
Insulin Resistance	Endometrial Hyperplasia	0.948721
Insulin Resistance	Gout	0.870972
Insulin Resistance	Prader-Willi Syndrome	0.772407
Insulin Resistance	Acanthosis Nigricans	0.769245
Insulin Resistance	Metabolic Syndrome X	0.990537
Insulin Resistance	Endometrial Neoplasms	0.948006
Insulin Resistance	Diabetes Mellitus	0.96949
Insulin Resistance	Cushing Syndrome	0.809648
Insulin Resistance	Lipid Metabolism Disorders	0.875838
Insulin Resistance	Hyperinsulinism	0.990462
Insulin Resistance	Hypothalamic Diseases	0.840197
Insulin Resistance	Bardet-Biedl Syndrome	0.926454
Insulin Resistance	Hypertriglyceridemia	0.96867
Insulin Resistance	Hyperlipidemia, Familial Combined	0.98213
Insulin Resistance	Hypoalphalipoproteinemias	0.979885
Insulin Resistance	Dyslipidemias	0.943671
Alagille Syndrome	Keratosis	0.716417
Bardet-Biedl Syndrome	Glucose Intolerance	0.856229
Bardet-Biedl Syndrome	Hyperlipoproteinemias	0.879098
Bardet-Biedl Syndrome	Acanthosis Nigricans	0.70733
Bardet-Biedl Syndrome	Lipid Metabolism Disorders	0.797622
Bardet-Biedl Syndrome	Hypoalphalipoproteinemias	0.937214
Bardet-Biedl Syndrome	Dyslipidemias	0.869479
Bardet-Biedl Syndrome	WAGR Syndrome	0.755967
Agranulocytosis	Panniculitis, Nodular Nonsuppurative	0.717364
Agranulocytosis	Neutropenia	0.962287
Amyloidosis	Nephrotic Syndrome	0.80273
Amyloidosis	Nephrosis	0.779684
Amyloidosis	Lecithin Acyltransferase Deficiency	0.790025
Amyloidosis	Immune Complex Diseases	0.797911
Amyloidosis	Glomerulonephritis, Membranoproliferative	0.787764
Amyloidosis	Anemia, Macrocytic	0.750236
Amyloidosis	Glomerulosclerosis, Focal Segmental	0.791394
Amyloidosis	Hematuria	0.772966
Thromboembolism	Thrombosis	0.799752
Respiratory Insufficiency	Respiratory Distress Syndrome, Adult	0.90147
Respiratory Insufficiency	Lung Diseases, Obstructive	0.888211
Respiratory Insufficiency	Acidosis	0.852074
Respiratory Insufficiency	Pulmonary Emphysema	0.767446
Respiratory Insufficiency	Emphysema	0.73692
Hypertriglyceridemia	Obesity	0.970329
Hypertriglyceridemia	Metabolic Diseases	0.939837
Hypertriglyceridemia	Hypercholesterolemia	0.84882
Hypertriglyceridemia	Glucose Intolerance	0.945944
Hypertriglyceridemia	Hyperlipoproteinemias	0.914077
Hypertriglyceridemia	Gout	0.877421
Hypertriglyceridemia	Prader-Willi Syndrome	0.753717
Hypertriglyceridemia	Acanthosis Nigricans	0.70015
Hypertriglyceridemia	Endometrial Neoplasms	0.931646
Hypertriglyceridemia	Hyperuricemia	0.790371
Hypertriglyceridemia	Diabetes Mellitus	0.969682
Hypertriglyceridemia	Cushing Syndrome	0.757866
Hypertriglyceridemia	Lipid Metabolism Disorders	0.897941
Hypertriglyceridemia	Hyperinsulinism	0.966631
Hypertriglyceridemia	Hyperlipoproteinemia Type IV	0.901059
Hypertriglyceridemia	Bardet-Biedl Syndrome	0.888309
Hypertriglyceridemia	Hyperlipidemia, Familial Combined	0.956352
Hypertriglyceridemia	Hypoalphalipoproteinemias	0.941429
Hypertriglyceridemia	Dyslipidemias	0.944397
Hemangioma, Capillary	Anisometropia	0.919126
Amyotrophic Lateral Sclerosis	Motor Neuron Disease	0.847346
Fetal Growth Retardation	Premature Birth	0.943272
Fetal Growth Retardation	Fetal Membranes, Premature Rupture	0.838303
Fetal Growth Retardation	Congenital Abnormalities	0.731366
Fetal Growth Retardation	Abnormalities, Drug-Induced	0.772803
Fetal Growth Retardation	Anemia, Neonatal	0.813004
Fetal Growth Retardation	Hernia, Umbilical	0.83539
Vulvar Neoplasms	Lichenoid Eruptions	0.826915
Arthritis	Arthritis, Psoriatic	0.760531
Arthritis	Osteoarthritis	0.828054
Arthritis	Breast Diseases	0.713743
Arthritis	Femur Head Necrosis	0.816435
Idiopathic Pulmonary Fibrosis	Pulmonary Emphysema	0.829352
Idiopathic Pulmonary Fibrosis	Pulmonary Alveolar Proteinosis	0.930452
Idiopathic Pulmonary Fibrosis	Pulmonary Embolism	0.824559
Idiopathic Pulmonary Fibrosis	Pulmonary Veno-Occlusive Disease	0.725129
Idiopathic Pulmonary Fibrosis	Pulmonary Fibrosis	0.998885
Idiopathic Pulmonary Fibrosis	Lymphangioleiomyomatosis	0.827632
Lipodystrophy	Hyperlipidemias	0.709387
Lipodystrophy	Metabolic Diseases	0.740906
Lipodystrophy	Endometrial Hyperplasia	0.752252
Lipodystrophy	Acanthosis Nigricans	0.805544
Lipodystrophy	Polycystic Ovary Syndrome	0.711107
Lipodystrophy	Diabetes Mellitus	0.703717
Lipodystrophy	Cushing Syndrome	0.78377
Lipodystrophy	Hyperinsulinism	0.736941
Lipodystrophy	Insulin Resistance	0.727777
Lipodystrophy	Bardet-Biedl Syndrome	0.726317
Lipodystrophy	Hypertriglyceridemia	0.712461
Seizures, Febrile	Classical Lissencephalies and Subcortical Band Heterotopias	0.890083
Seizures, Febrile	Incontinentia Pigmenti	0.894294
Crohn Disease	Intestinal Polyps	0.78286
Crohn Disease	Vipoma	0.77694
Crohn Disease	Exocrine Pancreatic Insufficiency	0.810847
Crohn Disease	Enterocolitis	0.71931
Crohn Disease	Gram-Negative Bacterial Infections	0.771752
Crohn Disease	Colonic Polyps	0.702401
Crohn Disease	Gastrinoma	0.834324
Crohn Disease	AIDS-Related Opportunistic Infections	0.811493
Crohn Disease	Entamoebiasis	0.796628
Crohn Disease	Salmonella Infections, Animal	0.815337
Crohn Disease	Intestinal Diseases	0.771817
Crohn Disease	Inflammatory Bowel Diseases	0.924343
Crohn Disease	Celiac Disease	0.835875
Crohn Disease	Caliciviridae Infections	0.728905
Crohn Disease	Graft vs Host Disease	0.731463
Angelman Syndrome	Chromosome Disorders	0.805043
Angelman Syndrome	Amino Acid Metabolism, Inborn Errors	0.781473
Angelman Syndrome	Autistic Disorder	0.786334
Angelman Syndrome	Fibromatosis, Gingival	0.700031
Angelman Syndrome	Klinefelter Syndrome	0.748192
Angelman Syndrome	Fragile X Syndrome	0.751722
Angelman Syndrome	Chromosome Aberrations	0.738304
Angelman Syndrome	Acrocallosal Syndrome	0.739979
Angelman Syndrome	Craniosynostoses	0.734289
Angelman Syndrome	Polydactyly	0.77115
Angelman Syndrome	Cri-du-Chat Syndrome	0.815327
Angelman Syndrome	Exostoses, Multiple Hereditary	0.708312
Angelman Syndrome	Sebaceous Gland Neoplasms	0.785949
Angelman Syndrome	Rett Syndrome	0.724006
Angelman Syndrome	Wolf-Hirschhorn Syndrome	0.739133
Pulmonary Blastoma	Mesothelioma	0.787651
Pulmonary Blastoma	Pulmonary Embolism	0.741246
Gonadal Dysgenesis, 46,XY	Basal Cell Nevus Syndrome	0.709296
Gonadal Dysgenesis, 46,XY	Antley-Bixler Syndrome Phenotype	0.755605
Gonadal Dysgenesis, 46,XY	Gonadal Dysgenesis, 46,XX	0.719574
Ankylosis	Oral Submucous Fibrosis	0.807303
Uremia	Polycythemia Vera	0.762082
Uremia	Psoriasis	0.801284
Uremia	Cholestasis, Intrahepatic	0.82779
Carcinoma, Squamous Cell	Carcinoma, Small Cell	0.720008
Carcinoma, Squamous Cell	Neoplasm Recurrence, Local	0.713309
Carcinoma, Squamous Cell	Carcinoma, Non-Small-Cell Lung	0.741275
Carcinoma, Squamous Cell	Sarcoma	0.745189
Carcinoma, Squamous Cell	Head and Neck Neoplasms	0.741638
Craniofacial Abnormalities	Coloboma	0.794342
Craniofacial Abnormalities	Smith-Lemli-Opitz Syndrome	0.85866
Craniofacial Abnormalities	Blepharophimosis	0.894211
Craniofacial Abnormalities	Lipid Metabolism, Inborn Errors	0.727648
Craniofacial Abnormalities	Silver-Russell Syndrome	0.811827
Craniofacial Abnormalities	Galactosemias	0.749376
Craniofacial Abnormalities	Nails, Malformed	0.819484
Craniofacial Abnormalities	Tooth Abnormalities	0.885435
Craniofacial Abnormalities	Macrocephaly	0.848982
Craniofacial Abnormalities	Chromosome Disorders	0.962867
Craniofacial Abnormalities	Craniofacial Dysostosis	0.921708
Craniofacial Abnormalities	Microcephaly	0.958629
Craniofacial Abnormalities	Smith-Magenis Syndrome	0.715638
Craniofacial Abnormalities	Rubinstein-Taybi Syndrome	0.8144
Craniofacial Abnormalities	Dwarfism	0.916311
Craniofacial Abnormalities	Orofaciodigital Syndromes	0.855738
Craniofacial Abnormalities	Brain Diseases, Metabolic, Inborn	0.707545
Craniofacial Abnormalities	Nevus	0.739634
Craniofacial Abnormalities	Abnormalities, Multiple	0.969733
Craniofacial Abnormalities	Amino Acid Metabolism, Inborn Errors	0.922953
Craniofacial Abnormalities	Mental Retardation	0.938513
Craniofacial Abnormalities	Fibromatosis, Gingival	0.901645
Craniofacial Abnormalities	Piebaldism	0.857053
Craniofacial Abnormalities	Phenylketonurias	0.92525
Craniofacial Abnormalities	Growth Disorders	0.753304
Craniofacial Abnormalities	Mouth Abnormalities	0.711632
Craniofacial Abnormalities	De Lange Syndrome	0.877001
Craniofacial Abnormalities	Hypopigmentation	0.728993
Craniofacial Abnormalities	Klinefelter Syndrome	0.906455
Craniofacial Abnormalities	Spasms, Infantile	0.722954
Craniofacial Abnormalities	Fragile X Syndrome	0.884953
Craniofacial Abnormalities	Tuberous Sclerosis	0.761136
Craniofacial Abnormalities	Hallermann's Syndrome	0.849436
Craniofacial Abnormalities	Dandy-Walker Syndrome	0.700949
Craniofacial Abnormalities	Down Syndrome	0.889793
Craniofacial Abnormalities	Antisocial Personality Disorder	0.760235
Craniofacial Abnormalities	Hypertelorism	0.87625
Craniofacial Abnormalities	Skin Abnormalities	0.888664
Craniofacial Abnormalities	Metabolism, Inborn Errors	0.88535
Craniofacial Abnormalities	Mucopolysaccharidosis II	0.784295
Craniofacial Abnormalities	Mucopolysaccharidosis IV	0.816003
Craniofacial Abnormalities	Chromosome Aberrations	0.959551
Craniofacial Abnormalities	Syndactyly	0.909097
Craniofacial Abnormalities	Craniosynostoses	0.937373
Craniofacial Abnormalities	Carbohydrate Metabolism, Inborn Errors	0.76297
Craniofacial Abnormalities	Polydactyly	0.898217
Craniofacial Abnormalities	Xeroderma Pigmentosum	0.887926
Craniofacial Abnormalities	Hand Deformities, Congenital	0.889411
Craniofacial Abnormalities	Congenital Hypothyroidism	0.81246
Craniofacial Abnormalities	Stereotypic Movement Disorder	0.795736
Craniofacial Abnormalities	Homocystinuria	0.774753
Craniofacial Abnormalities	Anophthalmos	0.852175
Craniofacial Abnormalities	Ectodermal Dysplasia	0.832778
Craniofacial Abnormalities	Chromosome Breakage	0.919825
Craniofacial Abnormalities	Cri-du-Chat Syndrome	0.882232
Craniofacial Abnormalities	Choanal Atresia	0.7395
Craniofacial Abnormalities	Exostoses, Multiple Hereditary	0.858541
Craniofacial Abnormalities	Cryptorchidism	0.726766
Craniofacial Abnormalities	Sebaceous Gland Neoplasms	0.818278
Craniofacial Abnormalities	Acrocephalosyndactylia	0.784736
Craniofacial Abnormalities	Pierre Robin Syndrome	0.763171
Craniofacial Abnormalities	Angelman Syndrome	0.776721
Craniofacial Abnormalities	Mucopolysaccharidosis III	0.774435
Craniofacial Abnormalities	Developmental Disabilities	0.779381
Craniofacial Abnormalities	Pain Insensitivity, Congenital	0.790849
Craniofacial Abnormalities	Wolf-Hirschhorn Syndrome	0.887362
Craniofacial Abnormalities	Foot Deformities, Congenital	0.801715
Craniofacial Abnormalities	Genetic Diseases, Inborn	0.842687
Craniofacial Abnormalities	Maple Syrup Urine Disease	0.818484
Craniofacial Abnormalities	Microphthalmos	0.714596
Parapsoriasis	Keratosis	0.754931
Hyperlipidemia, Familial Combined	Glucose Intolerance	0.925601
Hyperlipidemia, Familial Combined	Hyperlipoproteinemias	0.930638
Hyperlipidemia, Familial Combined	Acanthosis Nigricans	0.716339
Hyperlipidemia, Familial Combined	Hypoalphalipoproteinemias	0.983403
Hyperlipidemia, Familial Combined	Dyslipidemias	0.931483
Alopecia	Hirsutism	0.914761
Hematologic Diseases	Blood Platelet Disorders	0.908843
Hematologic Diseases	Anemia, Aplastic	0.846753
Hematologic Diseases	Thrombocytopenia	0.899009
Bundle-Branch Block	Cardiomyopathy, Hypertrophic, Familial	0.72071
Bundle-Branch Block	Long QT Syndrome	0.892398
Bundle-Branch Block	Arrhythmogenic Right Ventricular Dysplasia	0.898551
Bundle-Branch Block	Torsades de Pointes	0.906176
Bundle-Branch Block	Heart Block	0.929465
Bundle-Branch Block	Death, Sudden, Cardiac	0.951802
Bundle-Branch Block	Tachycardia, Ventricular	0.931014
Bundle-Branch Block	Ventricular Fibrillation	0.89524
Bundle-Branch Block	Brugada Syndrome	0.856597
Bundle-Branch Block	Cardiomyopathy, Hypertrophic	0.783926
Carcinoma, Transitional Cell	Urinary Bladder Neoplasms	0.852237
Vasculitis	Skin Diseases, Vascular	0.787233
Stroke	Infarction, Middle Cerebral Artery	0.87799
Hamartoma	Classical Lissencephalies and Subcortical Band Heterotopias	0.728926
Hemophilia B	Factor VII Deficiency	0.848976
Pancreatic Neoplasms	Gallbladder Neoplasms	0.795912
Pancreatic Neoplasms	Carcinoma, Pancreatic Ductal	0.739053
Pancreatic Neoplasms	Pancreatic Diseases	0.845415
Pancreatic Neoplasms	Digestive System Neoplasms	0.731714
Hemophilia A	Hemorrhagic Disorders	0.811986
Hemophilia A	von Willebrand Diseases	0.924488
Hemophilia A	Tongue Neoplasms	0.779221
Hemophilia A	Blood Coagulation Disorders	0.721496
Hemophilia A	Hemophilia B	0.973634
Hemophilia A	Factor VII Deficiency	0.865897
Obsessive-Compulsive Disorder	Tourette Syndrome	0.811767
Diabetes Insipidus, Neurogenic	Diabetes Insipidus, Nephrogenic	0.977553
Multiple System Atrophy	Supranuclear Palsy, Progressive	0.950598
Multiple System Atrophy	Tauopathies	0.921987
Pancreatic Diseases	Pancreatitis	0.815662
Glomerulonephritis, IGA	Nephrotic Syndrome	0.882263
Glomerulonephritis, IGA	Lecithin Acyltransferase Deficiency	0.864658
Glomerulonephritis, IGA	Immune Complex Diseases	0.957496
Glomerulonephritis, IGA	Glomerulonephritis, Membranoproliferative	0.934368
Glomerulonephritis, IGA	Hematuria	0.875594
Celiac Disease	Vipoma	0.905156
Celiac Disease	Agammaglobulinemia	0.761163
Celiac Disease	Carcinoma, Medullary	0.77853
Celiac Disease	Colonic Polyps	0.736153
Celiac Disease	Gastrinoma	0.841829
Celiac Disease	Graft vs Host Disease	0.730254
Attention Deficit Disorder with Hyperactivity	Periventricular Nodular Heterotopia	0.745234
Retinitis Pigmentosa	Keratoderma, Palmoplantar	0.71062
Retinitis Pigmentosa	Waardenburg's Syndrome	0.752311
Retinitis Pigmentosa	Choroideremia	0.72673
